row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,94.349.842.802,94.349.842.802,122.369.413.274,122.369.413.274,94349842802.0,94349842802.0,122369413274.0,122369413274.0
- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,-,-,10.049.571.000,10.049.571.000,,,10049571000.0,10049571000.0
- Công ty TNHH MTV cao su Phú Riềng,- Công ty TNHH MTV cao su Phú Riềng,- Công ty TNHH MTV cao su Phú Riềng,23.513.458.500,23.513.458.500,751.950.864,751.950.864,23513458500.0,23513458500.0,751950864.0,751950864.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,11.443.950.000,11.443.950.000,-,-,11443950000.0,11443950000.0,,
- Công ty Cổ phần Cao su Hòa Bình,- Công ty Cổ phần Cao su Hòa Bình,- Công ty Cổ phần Cao su Hòa Bình,22.115.268.000,22.115.268.000,-,-,22115268000.0,22115268000.0,,
- Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,11.080.125.000,11.080.125.000,-,-,11080125000.0,11080125000.0,,
- Công ty Cổ phần Cao su Lai Châu,- Công ty Cổ phần Cao su Lai Châu,- Công ty Cổ phần Cao su Lai Châu,3.693.375.000,3.693.375.000,-,-,3693375000.0,3693375000.0,,
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,2.502.781.700,2.502.781.700,-,-,2502781700.0,2502781700.0,,
- Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,2.359.852.960,2.359.852.960,-,-,2359852960.0,2359852960.0,,
- Các bên liên quan khác,- Các bên liên quan khác,- Các bên liên quan khác,17.065.872.242,17.065.872.242,111.567.891.410,111.567.891.410,17065872242.0,17065872242.0,111567891410.0,111567891410.0
Bên khác,Bên khác,Bên khác,5.442.640.298,5.442.640.298,6.333.666.995,6.333.666.995,5442640298.0,5442640298.0,6333666995.0,6333666995.0
- Công ty CP Thương mại Dịch Vụ Xuất nhập khẩu và Du lịch Cuộc Sống Việt,- Công ty CP Thương mại Dịch Vụ Xuất nhập khẩu và Du lịch Cuộc Sống Việt,- Công ty CP Thương mại Dịch Vụ Xuất nhập khẩu và Du lịch Cuộc Sống Việt,-,-,1.336.280.000,1.336.280.000,,,1336280000.0,1336280000.0
- Báo Tuổi trẻ,- Báo Tuổi trẻ,- Báo Tuổi trẻ,1.000.000.000,1.000.000.000,-,-,1000000000.0,1000000000.0,,
- Phải trả người bán khác,- Phải trả người bán khác,- Phải trả người bán khác,4.442.640.298,4.442.640.298,4.997.386.995,4.997.386.995,4442640298.0,4442640298.0,4997386995.0,4997386995.0
,,,99.792.483.100,99.792.483.100,128.703.080.269,128.703.080.269,99792483100.0,99792483100.0,128703080269.0,128703080269.0
