row_label_raw,row_label_full,col_0,31/12/2023 > Giá gốc,31/12/2023 > Giá trị cóthe thu hồi,01/01/2023(Trình bày lại) > Giá gốc,01/01/2023(Trình bày lại) > Giá trị cóthe thu hồi,numeric__31/12/2023 > Giá gốc,numeric__31/12/2023 > Giá trị cóthe thu hồi,numeric__01/01/2023(Trình bày lại) > Giá gốc,numeric__01/01/2023(Trình bày lại) > Giá trị cóthe thu hồi
,,,VND,VND,VND,VND,,,,
Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,,,,
+ Công ty CP Đầu TưXây dựng Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Đầu TưXây dựng Cao su,+ Công ty CP Đầu TưXây dựng Cao su,8.752.000.000,-,8.752.000.000,-,8752000000.0,,8752000000.0,
+ Công ty CP Chứngkhoán Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Chứngkhoán Cao su,+ Công ty CP Chứngkhoán Cao su,9.184.524.709,-,9.184.524.709,-,9184524709.0,,9184524709.0,
+ Công ty CP Cao suPhù Riềng Kratie,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Cao suPhù Riềng Kratie,+ Công ty CP Cao suPhù Riềng Kratie,92.278.244.169,-,92.278.244.169,-,92278244169.0,,92278244169.0,
+ Công ty Cổ phần GỗMDF VRG Kiên.Giang,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần GỗMDF VRG Kiên.Giang,+ Công ty Cổ phần GỗMDF VRG Kiên.Giang,181.362.095.404,-,181.362.095.404,-,181362095404.0,,181362095404.0,
+ Công ty CP Xây dựng- Địa ốc Cao Su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Xây dựng- Địa ốc Cao Su,+ Công ty CP Xây dựng- Địa ốc Cao Su,770.964.000,77.194.800,770.964.000,282.752.400,770964000.0,77194800.0,770964000.0,282752400.0
+ Công ty TNHH MTVCao su Hương KhêHà Tĩnh,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTVCao su Hương KhêHà Tĩnh,+ Công ty TNHH MTVCao su Hương KhêHà Tĩnh,87.932.889.966,75.918.521.811,84.918.520.944,84.918.520.944,87932889966.0,75918521811.0,84918520944.0,84918520944.0
+ Công ty Cổ phần SaoKim,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần SaoKim,+ Công ty Cổ phần SaoKim,27.007.205.024,23.030.698.921,8.449.682.952,8.449.682.952,27007205024.0,23030698921.0,8449682952.0,8449682952.0
Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),,,,
+ Các khách hàng chovay,Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khách hàng chovay,+ Các khách hàng chovay,681.188.071.741,341.294.714.856,688.916.316.807,346.744.790.922,681188071741.0,341294714856.0,688916316807.0,346744790922.0
+ Các khoản cho vaytheo hình thức Repocố phiếu\( ^{(2)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khoản cho vaytheo hình thức Repocố phiếu\( ^{(2)} \),+ Các khoản cho vaytheo hình thức Repocố phiếu\( ^{(2)} \),51.736.359.215,6.679.200.000,51.796.359.215,4.634.960.000,51736359215.0,6679200000.0,51796359215.0,4634960000.0
,,,1.140.212.354.228,447.000.330.388,1.126.428.708.200,445.030.707.218,1140212354228.0,447000330388.0,1126428708200.0,445030707218.0
