row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 > Giá trị,01/01/2023 > Dự phòng,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Dự phòng
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,11.878.123.475,-,16.922.559.013,-,11878123475.0,,16922559013.0,
- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,7.394.317.875,-,-,-,7394317875.0,,,
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,3.545.640.000,-,-,-,3545640000.0,,,
- Viện Nghiên cứu cao su VN,- Viện Nghiên cứu cao su VN,- Viện Nghiên cứu cao su VN,938.165.600,-,-,-,938165600.0,,,
- Công ty TNHH MTV Cao su Chumomray,- Công ty TNHH MTV Cao su Chumomray,- Công ty TNHH MTV Cao su Chumomray,-,-,16.009.223.813,-,,,16009223813.0,
- Công ty TNHH MTV Tổng công ty Cao Su Đồng Nai,- Công ty TNHH MTV Tổng công ty Cao Su Đồng Nai,- Công ty TNHH MTV Tổng công ty Cao Su Đồng Nai,-,-,676.317.600,-,,,676317600.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,-,-,236.517.600,-,,,236517600.0,
- Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,-,-,500.000,-,,,500000.0,
Bên khác,Bên khác,Bên khác,743.977.166,-,1.172.601.482,-,743977166.0,,1172601482.0,
- Công ty TNHH Kiểm toán Việt Úc,- Công ty TNHH Kiểm toán Việt Úc,- Công ty TNHH Kiểm toán Việt Úc,-,-,495.000.000,-,,,495000000.0,
- Trả trước cho người bán khác,- Trả trước cho người bán khác,- Trả trước cho người bán khác,743.977.166,-,677.601.482,-,743977166.0,,677601482.0,
,,,12.622.100.641,-,18.095.160.495,-,12622100641.0,,18095160495.0,
