row_label_raw,row_label_full,31/12/2023,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,289.482.272.858,-,289.482.272.858,289482272858.0,,289482272858.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,6.165.000.000.000,-,6.165.000.000.000,6165000000000.0,,6165000000000.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,244.460.458.051,-,244.460.458.051,244460458051.0,,244460458051.0
Phải thu khác,Phải thu khác,Phải thu khác,50.212.369.206,786.569.947,50.998.939.153,50212369206.0,786569947.0,50998939153.0
Cộng,Cộng,Cộng,6.749.155.100.115,786.569.947,6.749.941.670.062,6749155100115.0,786569947.0,6749941670062.0
01/01/2023,01/01/2023,01/01/2023,Không quá 1 năm,Trên 1 năm,Tổng,,,
Tiền và các khoản tương đương tiền,01/01/2023 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,202.619.119.038,-,202.619.119.038,202619119038.0,,202619119038.0
Đầu tư nắm giữ đến ngày đáo hạn,01/01/2023 > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,4.296.000.000.000,-,4.296.000.000.000,4296000000000.0,,4296000000000.0
Phải thu khách hàng,01/01/2023 > Phải thu khách hàng,Phải thu khách hàng,142.836.151.445,-,142.836.151.445,142836151445.0,,142836151445.0
Phải thu khác,01/01/2023 > Phải thu khác,Phải thu khác,44.882.707.154,456.640.965,45.339.348.119,44882707154.0,456640965.0,45339348119.0
Cộng,01/01/2023 > Cộng,Cộng,4.686.337.977.637,456.640.965,4.686.794.618.602,4686337977637.0,456640965.0,4686794618602.0
