row_label_raw,row_label_full,Nợ phải thu quá hạn > - Trịnh Văn Hùng > - Công ty Phát triển và Năng lượng,31/12/2023 > Giá gốc > 478.245.050 > 750.000.000,31/12/2023 > Giá trị có thể thu hồi (*) > -,31/12/2023 > Thời gian quả hạn > Trên 3 năm,01/01/2023 > Giá gốc > 478.245.050 > 750.000.000,01/01/2023 > Giá trị có thể thu hồi (*) > -,01/01/2023 > Thời gian quả hạn > Trên 3 năm,numeric__31/12/2023 > Giá gốc > 478.245.050 > 750.000.000,numeric__31/12/2023 > Giá trị có thể thu hồi (*) > -,numeric__31/12/2023 > Thời gian quả hạn > Trên 3 năm,numeric__01/01/2023 > Giá gốc > 478.245.050 > 750.000.000,numeric__01/01/2023 > Giá trị có thể thu hồi (*) > -,numeric__01/01/2023 > Thời gian quả hạn > Trên 3 năm
Công nghệ,Công nghệ,Công nghệ,,,,,,,,,,,,
- Phạm Thị Chính,Công nghệ > - Phạm Thị Chính,- Phạm Thị Chính,117.903.750,-,Trên 3 năm,117.903.750,-,Trên 3 năm,117903750.0,,,117903750.0,,
- Công ty Cơ khí Việt Nam Vinashin,Công nghệ > - Công ty Cơ khí Việt Nam Vinashin,- Công ty Cơ khí Việt Nam Vinashin,140.732.500,-,Trên 3 năm,140.732.500,-,Trên 3 năm,140732500.0,,,140732500.0,,
- Công ty TNHH Thuận Thành,Công nghệ > - Công ty TNHH Thuận Thành,- Công ty TNHH Thuận Thành,272.811.481,-,Trên 3 năm,272.811.481,-,Trên 3 năm,272811481.0,,,272811481.0,,
- Nguyễn Tài Danh,Công nghệ > - Nguyễn Tài Danh,- Nguyễn Tài Danh,175.416.672,-,Trên 3 năm,175.416.672,-,Trên 3 năm,175416672.0,,,175416672.0,,
- Các đối tượng khác,Công nghệ > - Các đối tượng khác,- Các đối tượng khác,18.724.846.788,1.432.833.355,"0,5 - 23 năm",18.325.803.788,2.793.242.107,"0,5 - 22 năm",18724846788.0,1432833355.0,,18325803788.0,2793242107.0,
Cộng,Công nghệ > Cộng,Cộng,20.659.956.241,1.432.833.355,,20.260.913.241,2.793.242.107,,20659956241.0,1432833355.0,,20260913241.0,2793242107.0,
