row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,10.081.617.871.279,8.318.949.297.839,,1.0,25.0,10081617871279.0,8318949297839.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,26,60.382.607.080,63.945.618.017,,2.0,26.0,60382607080.0,63945618017.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,10.021.235.264.199,8.255.003.679.822,,10.0,,10021235264199.0,8255003679822.0
4.,4.,4.,Giá vốn hàng bán,11,27,6.670.392.634.780,5.796.078.008.092,,11.0,27.0,6670392634780.0,5796078008092.0
5.,5.,5.,Lợi nhuận gộp bán hàng và cung cấp dịch vụ,20,,3.350.842.629.419,2.458.925.671.730,,20.0,,3350842629419.0,2458925671730.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,28,340.607.535.831,191.042.786.716,,21.0,28.0,340607535831.0,191042786716.0
7.,7.,7.,Chi phí tài chính,22,29,138.891.494.695,83.722.680.028,,22.0,29.0,138891494695.0,83722680028.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,136.264.011.316,83.170.019.490,,23.0,,136264011316.0,83170019490.0
8.,8.,8.,Chi phí bán hàng,25,30.a,805.491.960.579,868.297.002.640,,25.0,,805491960579.0,868297002640.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,30.b,391.346.215.563,232.062.418.660,,26.0,,391346215563.0,232062418660.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,2.355.720.494.413,1.465.886.357.118,,30.0,,2355720494413.0,1465886357118.0
11.,11.,11.,Thu nhập khác,31,31,93.995.949.879,43.757.052.420,,31.0,31.0,93995949879.0,43757052420.0
12.,12.,12.,Chi phí khác,32,32,2.868.560.251,4.320.507.909,,32.0,32.0,2868560251.0,4320507909.0
13.,13.,13.,Lợi nhuận khác,40,,91.127.389.628,39.436.544.511,,40.0,,91127389628.0,39436544511.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,2.446.847.884.041,1.505.322.901.629,,50.0,,2446847884041.0,1505322901629.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,33,263.301.665.333,218.681.555.091,,51.0,33.0,263301665333.0,218681555091.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,80.943.261,(102.239.042),,52.0,,80943261.0,-102239042.0
18.,18.,18.,Lợi nhuận sau thuế TNDN,60,,2.183.465.275.447,1.286.743.585.580,,60.0,,2183465275447.0,1286743585580.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,2.183.465.275.447,1.286.743.585.580,,61.0,,2183465275447.0,1286743585580.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,,,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,34,7.172,4.226,,70.0,34.0,7172.0,4226.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,34,7.172,4.226,,71.0,34.0,7172.0,4226.0
