row_label_raw,row_label_full,col_0,Thuyết minh,2021 triệu đồng,2020 triệu đồng,numeric__Thuyết minh,numeric__2021 triệu đồng,numeric__2020 triệu đồng
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(736.408),(715.459),,-736408.0,-715459.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,7.371,108.296,,7371.0,108296.0
"Tiền chi cho thanh lý, nhượng bán tài sản cố định","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho thanh lý, nhượng bán tài sản cố định","Tiền chi cho thanh lý, nhượng bán tài sản cố định",,(2.877),(1.273),,-2877.0,-1273.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,23.990,,,23990.0
"Tiền thu cổ tức và lợi nhuận được chia tửcác khoản đầu tư, góp vốn dài hạn","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia tửcác khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia tửcác khoản đầu tư, góp vốn dài hạn",,83.771,67.061,,83771.0,67061.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(648.143),(517.385),,-648143.0,-517385.0
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Cổ tức trả cho cổ đông,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông,Cổ tức trả cho cổ đông,,(21.267),(1.881.229),,-21267.0,-1881229.0
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(21.267),(1.881.229),,-21267.0,-1881229.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,4.732.099,5.447.022,,4732099.0,5447022.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,160.175.076,155.046.744,,160175076.0,155046744.0
Điều chỉnh ảnh hưởng của thay đổi tỷ giá,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,(530.589),(318.690),,-530589.0,-318690.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,36,164.376.586,160.175.076,36.0,164376586.0,160175076.0
