row_label_raw,row_label_full,col_0,Quyền sử dụng đất triệu đồng,TSCĐ vô hình khác triệu đồng,Tổng cộng triệu đồng,numeric__Quyền sử dụng đất triệu đồng,numeric__TSCĐ vô hình khác triệu đồng,numeric__Tổng cộng triệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm (trình bày lại),Nguyên giá > Số dư đầu năm (trình bày lại),Số dư đầu năm (trình bày lại),4.042.955,2.344.478,6.387.433,4042955.0,2344478.0,6387433.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,75.062,155.685,230.747,75062.0,155685.0,230747.0
Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,4.752,-,4.752,4752.0,,4752.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.752),(509),(5.261),-4752.0,-509.0,-5261.0
Tăng khác,Nguyên giá > Tăng khác,Tăng khác,585,9.438,10.023,585.0,9438.0,10023.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,4.118.602,2.509.092,6.627.694,4118602.0,2509092.0,6627694.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,
Số dư đầu năm (trình bày lại),Giá trị hao mòn luỹ kế > Số dư đầu năm (trình bày lại),Số dư đầu năm (trình bày lại),373.555,1.612.116,1.985.671,373555.0,1612116.0,1985671.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,42.636,257.678,300.314,42636.0,257678.0,300314.0
"Thanh lý, nhượng bán","Giá trị hao mòn luỹ kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(509),(509),,-509.0,-509.0
Tăng khác,Giá trị hao mòn luỹ kế > Tăng khác,Tăng khác,2.785,36.103,38.888,2785.0,36103.0,38888.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,418.976,1.905.388,2.324.364,418976.0,1905388.0,2324364.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày đầu năm (trình bày lại),Giá trị còn lại > Tại ngày đầu năm (trình bày lại),Tại ngày đầu năm (trình bày lại),3.669.400,732.362,4.401.762,3669400.0,732362.0,4401762.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,3.699.626,603.704,4.303.330,3699626.0,603704.0,4303330.0
