row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay triệu đồng,Tổng tiền gửi triệu đồng,Các cam kết tín dụng triệu đồng,CCTC phái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng dư nợ cho vay triệu đồng,numeric__Tổng tiền gửi triệu đồng,numeric__Các cam kết tín dụng triệu đồng,numeric__CCTC phái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,1.140.804.263,1.222.046.515,109.824.524,1.454.790,180.193.108,1140804263.0,1222046515.0,109824524.0,1454790.0,180193108.0
Nước ngoài,Nước ngoài,Nước ngoài,9.380.786,5.261.532,177.946,-,-,9380786.0,5261532.0,177946.0,,
,,,1.150.185.049,1.227.308.047,110.002.470,1.454.790,180.193.108,1150185049.0,1227308047.0,110002470.0,1454790.0,180193108.0
