row_label_raw,row_label_full,col_0,Kỳ phiếu triệu đồng,Trái phiếu vô danh triệu đồng,Trái phiếu hữu danh triệu đồng,Chứng chỉ tiền gửi triệu đồng,Tổng triệu đồng,numeric__Kỳ phiếu triệu đồng,numeric__Trái phiếu vô danh triệu đồng,numeric__Trái phiếu hữu danh triệu đồng,numeric__Chứng chỉ tiền gửi triệu đồng,numeric__Tổng triệu đồng
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,197,-,-,2.000.000,2.000.197,197.0,,,2000000.0,2000197.0
- Bằng VND,- Bằng VND,- Bằng VND,197,-,-,2.000.000,2.000.197,197.0,,,2000000.0,2000197.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,-,166,-,26.400.192,26.400.358,,166.0,,26400192.0,26400358.0
- Bằng VND,- Bằng VND,- Bằng VND,-,166,-,26.400.014,26.400.180,,166.0,,26400014.0,26400180.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,,-,178,178,,,,178.0,178.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,-,-,36.096.230,-,36.096.230,,,36096230.0,,36096230.0
- Bằng VND,- Bằng VND,- Bằng VND,-,-,36.096.230,-,36.096.230,,,36096230.0,,36096230.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,197,166,36.096.230,28.400.192,64.496.785,197.0,166.0,36096230.0,28400192.0,64496785.0
