row_label_raw,row_label_full,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Quan hệ > Chữ sở hữu và Cơ quan quản lý trực tiếp,Số dư > Tiền gửi của Ngân hàng tại NHNN > Tiền vay NHNN,Ngày 31 tháng 12 năm 2021 triệu đồng > 23.383.443 > 1.505.274,Ngày 31 tháng 12 năm 2020 triệu đồng > 57.616.650 > 1.969.774,numeric__Quan hệ > Chữ sở hữu và Cơ quan quản lý trực tiếp,numeric__Số dư > Tiền gửi của Ngân hàng tại NHNN > Tiền vay NHNN,numeric__Ngày 31 tháng 12 năm 2021 triệu đồng > 23.383.443 > 1.505.274,numeric__Ngày 31 tháng 12 năm 2020 triệu đồng > 57.616.650 > 1.969.774
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Tiền gửi của Ngân hàng và các Công ty con tại Indovina,36.483,96.482,,,36483.0,96482.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Tiền gửi của Indovina tại Ngân hàng,38.714,417.047,,,38714.0,417047.0
