row_label_raw,row_label_full,Không chịu lãi triệu đồng,Trên 3thâng triệu đồng,Đến 3thâng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Trên 3thâng triệu đồng,numeric__Đến 3thâng triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
11.330.659,11.330.659,11.330.659,-,-,-,-,-,-,-,-,11.330.659,,,,,,,,,11330659.0
885.474,885.474,885.474,-,-,22.497.969,-,-,-,-,-,23.383.443,,,22497969.0,,,,,,23383443.0
-,-,-,-,-,129.702.823,10.282.052,9.331.771,-,-,-,149.316.646,,,129702823.0,10282052.0,9331771.0,,,,149316646.0
-,-,-,-,-,2.522.807,-,-,-,-,-,2.522.807,,,2522807.0,,,,,,2522807.0
-,-,-,-,-,1.454.790,-,-,-,-,-,1.454.790,,,1454790.0,,,,,,1454790.0
-,-,-,14.300.465,11.901.967,335.130.124,312.985.926,324.199.665,99.099.378,29.683.636,3.366.606,1.130.667.767,14300465.0,11901967.0,335130124.0,312985926.0,324199665.0,99099378.0,29683636.0,3366606.0,1130667767.0
376.615,376.615,376.615,-,-,2.779.622,8.525.751,25.534.782,14.762.122,57.080.326,68.611.083,177.670.301,,,2779622.0,8525751.0,25534782.0,14762122.0,57080326.0,68611083.0,177670301.0
3.314.018,3.314.018,3.314.018,-,-,-,-,-,-,-,-,3.314.018,,,,,,,,,3314018.0
10.496.152,10.496.152,10.496.152,-,-,-,-,-,-,-,-,10.496.152,,,,,,,,,10496152.0
47.423.159,47.423.159,47.423.159,70.558,-,-,-,-,-,-,-,47.493.717,70558.0,,,,,,,,47493717.0
73.826.077,73.826.077,73.826.077,14.371.023,11.901.967,494.088.135,331.793.729,359.066.218,113.861.500,86.763.962,71.977.689,1.557.650.300,14371023.0,11901967.0,494088135.0,331793729.0,359066218.0,113861500.0,86763962.0,71977689.0,1557650300.0
-,-,-,-,-,28.796.088,3.477.634,637.176,383.506,-,-,33.294.404,,,28796088.0,3477634.0,637176.0,383506.0,,,33294404.0
-,-,-,-,-,92.742.958,23.856.526,16.728.530,5.505.832,-,-,138.833.846,,,92742958.0,23856526.0,16728530.0,5505832.0,,,138833846.0
-,-,-,-,-,496.076.567,207.060.119,168.851.930,245.205.282,44.639.366,14.849,1.161.848.113,,,496076567.0,207060119.0,168851930.0,245205282.0,44639366.0,14849.0,1161848113.0
-,-,-,-,-,-,2.527.930,-,-,-,-,2.527.930,,,,2527930.0,,,,,2527930.0
-,-,-,-,-,-,-,24.665.100,31.112.130,5.805.555,2.914.000,64.496.785,,,,,24665100.0,31112130.0,5805555.0,2914000.0,64496785.0
35.882.436,35.882.436,35.882.436,-,-,-,-,-,-,-,-,35.882.436,,,,,,,,,35882436.0
35.882.436,35.882.436,35.882.436,-,-,617.615.613,236.922.209,210.882.736,282.206.750,50.444.921,2.928.849,1.436.883.514,,,617615613.0,236922209.0,210882736.0,282206750.0,50444921.0,2928849.0,1436883514.0
37.943.641,37.943.641,37.943.641,14.371.023,11.901.967,(123.527.478),94.871.520,148.183.482,(168.345.250),36.319.041,69.048.840,120.766.786,14371023.0,11901967.0,-123527478.0,94871520.0,148183482.0,-168345250.0,36319041.0,69048840.0,120766786.0
-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
37.943.641,- > 37.943.641,37.943.641,14.371.023,11.901.967,(123.527.478),94.871.520,148.183.482,(168.345.250),36.319.041,69.048.840,120.766.786,14371023.0,11901967.0,-123527478.0,94871520.0,148183482.0,-168345250.0,36319041.0,69048840.0,120766786.0
