row_label_raw,row_label_full,Vốn góp liên doanh (Thuyết minh 13.1),Ngày 31 tháng 12năm 2021triệu đồng > 3.073.356,Ngày 31 tháng 12năm 2020triệu đồng > 3.117.572,numeric__Ngày 31 tháng 12năm 2021triệu đồng > 3.073.356,numeric__Ngày 31 tháng 12năm 2020triệu đồng > 3.117.572
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,240.662,240.662,240662.0,240662.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(23.991),(22.727),-23991.0,-22727.0
,,,3.290.027,3.335.507,3290027.0,3335507.0
