row_label_raw,row_label_full,col_0,31/12/2020(triệu đồng)Số đã trình bày,Điều chỉnh,31/12/2020(triệu đồng)Trình bày lại,numeric__31/12/2020(triệu đồng)Số đã trình bày,numeric__Điều chỉnh,numeric__31/12/2020(triệu đồng)Trình bày lại
TÀI SẢNCho vay khách hàngDự phòng rủi ro cho vaykhách hàng,TÀI SẢNCho vay khách hàngDự phòng rủi ro cho vaykhách hàng,TÀI SẢNCho vay khách hàngDự phòng rủi ro cho vaykhách hàng,1.002.771.868(12.561.402),(20.978)(20.978),1.002.750.890(12.582.380),,,
Tài sản cố địnhTài sản cố định hữu hìnhNguyên giá tài sản cố địnhKhẩu hao tài sản cố địnhTài sản cố định vô hìnhNguyên giá tài sản cố địnhHao mòn tài sản cố định,Tài sản cố địnhTài sản cố định hữu hìnhNguyên giá tài sản cố địnhKhẩu hao tài sản cố địnhTài sản cố định vô hìnhNguyên giá tài sản cố địnhHao mòn tài sản cố định,Tài sản cố địnhTài sản cố định hữu hìnhNguyên giá tài sản cố địnhKhẩu hao tài sản cố địnhTài sản cố định vô hìnhNguyên giá tài sản cố địnhHao mòn tài sản cố định,10.811.0986.409.40915.445.093(9.035.684)4.401.6896.387.313(1.985.624),13.87213.79912.2951.50473120(47),10.824.9706.423.20815.457.388(9.034.180)4.401.7626.387.433(1.985.671),,,
Tài sản Có khácCác khoản phải thuCác khoản lãi. phí phải thuTài sản Có khácCác khoản dự phòng rủi rocho các tài sản Có nội bằngkhác,Tài sản Có khácCác khoản phải thuCác khoản lãi. phí phải thuTài sản Có khácCác khoản dự phòng rủi rocho các tài sản Có nội bằngkhác,Tài sản Có khácCác khoản phải thuCác khoản lãi. phí phải thuTài sản Có khácCác khoản dự phòng rủi rocho các tài sản Có nội bằngkhác,33.757.47922.822.8527.799.0443.208.896(73.313),80.61620.713(1.201)61.104-,33.838.09522.843.5657.797.8433.270.000(73.313),,,
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,1.341.436.46831/12/2020(triệu đồng)Số đã trình bày,73.510Điều chỉnh,1.341.509.97831/12/2020(triệu đồng)Trình bày lại,,,
Các khoản nợ khácCác khoản phải trả và côngnợ khácTỔNG NỘ PHẢI TRẦVỐN CHỦ SỞ HỮU,TỔNG TÀI SẢN > Các khoản nợ khácCác khoản phải trả và côngnợ khácTỔNG NỘ PHẢI TRẦVỐN CHỦ SỞ HỮU,Các khoản nợ khácCác khoản phải trả và côngnợ khácTỔNG NỘ PHẢI TRẦVỐN CHỦ SỞ HỮU,29.968.80913.075.4161.256.025.218,45.53645.53645.536,30.014.34513.120.9521.256.070.754,2.9968809130754163e+25,455364553645536.0,3.001434513120952e+25
Lợi nhuận chưa phân phốiLợi ích của cổ đông khôngkiểm soátTỔNG VỐN CHỦ SỞ HỮUTỔNG NỘ PHẢI TRẦ VÀVỐN CHỦ SỞ HỮU,TỔNG TÀI SẢN > Lợi nhuận chưa phân phốiLợi ích của cổ đông khôngkiểm soátTỔNG VỐN CHỦ SỞ HỮUTỔNG NỘ PHẢI TRẦ VÀVỐN CHỦ SỞ HỮU,Lợi nhuận chưa phân phốiLợi ích của cổ đông khôngkiểm soátTỔNG VỐN CHỦ SỞ HỮUTỔNG NỘ PHẢI TRẦ VÀVỐN CHỦ SỞ HỮU,26.000.630598.71985.411.2501.341.436.468,26.6141.36027.97473.510,26.027.244600.07985.439.2241.341.509.978,2.6000630598719853e+31,2.6614136027974733e+18,2.6027244600079855e+31
