row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 3,
Báo cáo của Ban Điều hành,Thông tin chung > Báo cáo của Ban Điều hành,Báo cáo của Ban Điều hành,4,4.0
Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,5 - 6,
Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,7 - 9,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Bảng cân đối kế toán hợp nhất > Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,10,10.0
Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,11 - 12,
Thuyết minh báo cáo tài chính hợp nhất,Thuyết minh báo cáo tài chính hợp nhất,Thuyết minh báo cáo tài chính hợp nhất,13 - 84,
