row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc,Miền Nam,Khác,Bù trừ,Đơn vị: triệu đồngTổng cộng,numeric__Miền Bắc,numeric__Miền Nam,numeric__Khác,numeric__Bù trừ,numeric__Đơn vị: triệu đồngTổng cộng
Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,3.877.985,10.944.846,3.114.959,(348.632),17.589.158,3877985.0,10944846.0,3114959.0,-348632.0,17589158.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(3.398.118),(3.146),(10.896),-,(3.412.160),-3398118.0,-3146.0,-10896.0,,-3412160.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,38.346,-,-,-,38.346,38346.0,,,,38346.0
Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,518.213,10.941.700,3.104.063,(348.632),14.215.344,518213.0,10941700.0,3104063.0,-348632.0,14215344.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,900.558.818,465.139.083,172.587.624,(6.698.127),1.531.587.398,900558818.0,465139083.0,172587624.0,-6698127.0,1531587398.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,819.461.854,454.072.444,168.523.526,(4.119.938),1.437.937.886,819461854.0,454072444.0,168523526.0,-4119938.0,1437937886.0
