row_label_raw,row_label_full,col_0,Số dư đầu năm(trình bày lại)triệu đồng,Phát sinh trong năm > Số phải nộptriệu đồng,Phát sinh trong năm > Số đã nộptriệu đồng,Phát sinh trong năm > Số dư cuối nămtriệu đồng,numeric__Số dư đầu năm(trình bày lại)triệu đồng,numeric__Phát sinh trong năm > Số phải nộptriệu đồng,numeric__Phát sinh trong năm > Số đã nộptriệu đồng,numeric__Phát sinh trong năm > Số dư cuối nămtriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,79.920,643.428,654.619,68.729,79920.0,643428.0,654619.0,68729.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,1.309.696,3.412.160,4.000.535,721.321,1309696.0,3412160.0,4000535.0,721321.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,180.092,926.842,957.029,149.905,180092.0,926842.0,957029.0,149905.0
,,,1.569.708,4.982.430,5.612.183,939.955,1569708.0,4982430.0,5612183.0,939955.0
