row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021VND,Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2020VND
USD,USD,USD,22.800,23.105,22800.0,23105.0
EUR,EUR,EUR,25.835,28.381,25835.0,28381.0
GBP,GBP,GBP,30.798,31.558,30798.0,31558.0
CHF,CHF,CHF,24.974,26.208,24974.0,26208.0
JPY,JPY,JPY,"198,17","223,92",198.17,223.92
SGD,SGD,SGD,16.897,17.471,16897.0,17471.0
CAD,CAD,CAD,17.916,18.117,17916.0,18117.0
AUD,AUD,AUD,16.577,17.795,16577.0,17795.0
NZD,NZD,NZD,15.601,16.681,15601.0,16681.0
THB,THB,THB,"686,75","778,33",686.75,778.33
SEK,SEK,SEK,2.491,2.965,2491.0,2965.0
NOK,NOK,NOK,2.563,2.707,2563.0,2707.0
DKK,DKK,DKK,3.474,3.815,3474.0,3815.0
HKD,HKD,HKD,2.855,2.980,2855.0,2980.0
CNY,CNY,CNY,3.587,3.533,3587.0,3533.0
KRW,KRW,KRW,"19,91","21,25",19.91,21.25
LAK,LAK,LAK,"2,04","2,49",2.04,2.49
MYR,MYR,MYR,5.329,5.329,5329.0,5329.0
