row_label_raw,row_label_full,col_0,2021triệu đồng,2020(trình bày lại)triệu đồng,numeric__2021triệu đồng,numeric__2020(trình bày lại)triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,9.572.678,8.358.635,9572678.0,8358635.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,3.969.068,3.456.038,3969068.0,3456038.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,206.916,163.975,206916.0,163975.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,129.339,193.029,129339.0,193029.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,2.592.477,2.349.953,2592477.0,2349953.0
Thu dịch vụ khác,Thu dịch vụ khác,Thu dịch vụ khác,2.674.878,2.195.640,2674878.0,2195640.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(4.612.172),(3.996.181),-4612172.0,-3996181.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(2.042.880),(1.716.384),-2042880.0,-1716384.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(43.229),(13.224),-43229.0,-13224.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(207.144),(183.839),-207144.0,-183839.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(286.045),(333.535),-286045.0,-333535.0
Chi về kinh doanh và dịch vụ bảo hiểm,Chi về kinh doanh và dịch vụ bảo hiểm,Chi về kinh doanh và dịch vụ bảo hiểm,(1.801.533),(1.524.305),-1801533.0,-1524305.0
Chi dịch vụ khác,Chi dịch vụ khác,Chi dịch vụ khác,(231.341),(224.894),-231341.0,-224894.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,4.960.506,4.362.454,4960506.0,4362454.0
