row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai,Số cuối nămVND > 974.698.760.000 > -,Số đầu nămVND > 1.886.727.040.000 > 942.639.040.000,numeric__Số cuối nămVND > 974.698.760.000 > -,numeric__Số đầu nămVND > 1.886.727.040.000 > 942.639.040.000
,,,974.698.760.000,2.829.366.080.000,974698760000.0,2829366080000.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),974.698.760.000,1.886.727.040.000,974698760000.0,1886727040000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,-,942.639.040.000,,942639040000.0
