row_label_raw,row_label_full,Ông Hoàng Đình Nhật,1.331.277.600,-,numeric__1.331.277.600,numeric__-
Ông Phạm Ngọc Quý,Ông Phạm Ngọc Quý,Ông Phạm Ngọc Quý,561.510.000,1.394.776.000,561510000.0,1394776000.0
Ông Hoàng Ngọc Xuân,Ông Hoàng Ngọc Xuân,Ông Hoàng Ngọc Xuân,1.574.604.000,1.194.766.000,1574604000.0,1194766000.0
Ông Vũ Lê Huy,Ông Vũ Lê Huy,Ông Vũ Lê Huy,89.600.000,220.100.000,89600000.0,220100000.0
Bà Vũ Lan Phương,Bà Vũ Lan Phương,Bà Vũ Lan Phương,205.200.000,-,205200000.0,
