row_label_raw,row_label_full,col_0,Nơi thành lập và hoạt động,Tỷ lệ góp vốn,Tỷ lệ quyền biểu quyết nắm giữ,Giá trị đầu tư tại ngày 31/12/2022 (*),Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ góp vốn,numeric__Tỷ lệ quyền biểu quyết nắm giữ,numeric__Giá trị đầu tư tại ngày 31/12/2022 (*),numeric__Hoạt động chính
Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,Quảng Ngãi,"83,26%","83,26%",VND 145.892.845.365,"Sản xuất bao bì, quản lý nhà ở và kinh doanh dịch vụ khu dân cư, khu đô thị",,0.8326,0.8326,,
Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Quảng Ngãi,"65,54%","61,00%",205.772.028.927,"Sản xuất, nhập khẩu các sản phẩm nhiên liệu sinh học",,0.6554000000000001,0.61,205772028927.0,
