row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải trả nhà cung cấp,Phải trả nhà cung cấp,Phải trả nhà cung cấp,3.777.330.607.599,4.449.989.177.195,3777330607599.0,4449989177195.0
Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,3.098.903.526.258,3.312.597.339.874,3098903526258.0,3312597339874.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,250.857.407.807,399.675.916.105,250857407807.0,399675916105.0
Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 05.1a),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 05.1a),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 05.1a),75.070.109.256,-,75070109256.0,
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,68.110.419.047,55.163.357.638,68110419047.0,55163357638.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,58.010.883.384,24.298.027.706,58010883384.0,24298027706.0
Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,50.679.825.166,-,50679825166.0,
"Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty Cổ phần","Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty Cổ phần","Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty Cổ phần",48.761.271.880,7.343.112.464,48761271880.0,7343112464.0
Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,41.887.073.708,33.862.459.637,41887073708.0,33862459637.0
Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,27.476.077.514,28.575.570.361,27476077514.0,28575570361.0
Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01/97 & 02/97),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01/97 & 02/97),17.607.380.190,14.448.495.721,17607380190.0,14448495721.0
Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,16.413.940.810,9.676.623.706,16413940810.0,9676623706.0
Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01 & 02),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01 & 02),Công ty TNHH NN MTV - Tổng Công ty Thăm dò Khai thác Dầu khí (Lô 01 & 02),6.583.950.200,554.636.600.253,6583950200.0,554636600253.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam - Chi nhánh Miền Trung,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam - Chi nhánh Miền Trung,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam - Chi nhánh Miền Trung,4.352.530.950,4.635.007.575,4352530950.0,4635007575.0
Công ty TNHH PVChem - Tech,Công ty TNHH PVChem - Tech,Công ty TNHH PVChem - Tech,4.065.720.600,-,4065720600.0,
Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật,Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật,Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật,3.280.566.904,150.142.680,3280566904.0,150142680.0
Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,1.971.221.970,682.949.740,1971221970.0,682949740.0
Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,1.971.221.970,682.949.740,1971221970.0,682949740.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,662.801.126,-,662801126.0,
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,647.302.909,2.094.499.000,647302909.0,2094499000.0
Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,531.360.000,-,531360000.0,
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật,422.616.720,-,422616720.0,
Khoan Dầu khí PVD,Khoan Dầu khí PVD,Khoan Dầu khí PVD,,,,
Trường Đại học Dầu khí,Khoan Dầu khí PVD > Trường Đại học Dầu khí,Trường Đại học Dầu khí,340.000.000,-,340000000.0,
Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam,Khoan Dầu khí PVD > Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam,200.000.000,-,200000000.0,
