row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,132,,3.837.014.120,25.143.414.124,132.0,,3837014120.0,25143414124.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,,-,14.000.000.000,135.0,,,14000000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,7,17.413.212.340,14.572.868.660,136.0,7.0,17413212340.0,14572868660.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,8,(5.122.446.659),(4.759.366.694),137.0,8.0,-5122446659.0,-4759366694.0
IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,150,,1.533.507.454,805.176.943,150.0,,1533507454.0,805176943.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,13,341.541.502,351.758.654,151.0,13.0,341541502.0,351758654.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,1.170.202.586,453.418.289,152.0,,1170202586.0,453418289.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,21.763.366,-,153.0,,21763366.0,
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,1.860.138.747.478,1.528.179.457.696,200.0,,1860138747478.0,1528179457696.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.309.025.000,1.311.075.000,210.0,,1309025000.0,1311075000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,7,1.309.025.000,1.311.075.000,216.0,7.0,1309025000.0,1311075000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,2.515.106.359,3.216.205.467,220.0,,2515106359.0,3216205467.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,9,2.406.693.283,3.039.225.723,221.0,9.0,2406693283.0,3039225723.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,3.890.309.091,3.845.909.091,222.0,,3890309091.0,3845909091.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(1.483.615.808),(806.683.368),223.0,,-1483615808.0,-806683368.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,19,108.413.076,176.979.744,227.0,19.0,108413076.0,176979744.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,205.700.000,205.700.000,228.0,,205700000.0,205700000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(97.286.924),(28.720.256),229.0,,-97286924.0,-28720256.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,11,14.721.378.014,15.124.401.902,230.0,11.0,14721378014.0,15124401902.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,16.005.358.352,16.005.358.352,231.0,,16005358352.0,16005358352.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(1.283.980.338),(880.956.450),232.0,,-1283980338.0,-880956450.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,40.584.251.404,2.453.605.540,240.0,,40584251404.0,2453605540.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,12,40.584.251.404,2.453.605.540,242.0,12.0,40584251404.0,2453605540.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6,1.798.399.234.190,1.502.784.426.797,250.0,6.0,1798399234190.0,1502784426797.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.550.425.234.190,1.502.484.426.797,251.0,,1550425234190.0,1502484426797.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,140.110.000.000,300.000.000,253.0,,140110000000.0,300000000.0
3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,255,,107.864.000.000,-,255.0,,107864000000.0,
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,2.609.752.511,3.289.742.990,260.0,,2609752511.0,3289742990.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,13,2.609.752.511,3.289.742.990,261.0,13.0,2609752511.0,3289742990.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,2.536.847.366.652,3.180.041.759.061,270.0,,2536847366652.0,3180041759061.0
