row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,148.335.935.543,1.187.997.972.858,300.0,,148335935543.0,1187997972858.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,148.200.803.543,894.795.803.123,310.0,,148200803543.0,894795803123.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,,712.759.117,161.593.618.766,311.0,,712759117.0,161593618766.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,5.000.000,5.000.000,312.0,,5000000.0,5000000.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,14,20.641.736.324,24.726.253.153,313.0,14.0,20641736324.0,24726253153.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,1.742.410.595,1.858.761.755,314.0,,1742410595.0,1858761755.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,15,668.163.284,2.055.165.086,315.0,15.0,668163284.0,2055165086.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,202.593.478,193.950.045,318.0,,202593478.0,193950045.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,16,360.817.756,121.922.958.205,319.0,16.0,360817756.0,121922958205.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,17,118.316.572.252,581.883.842.956,320.0,17.0,118316572252.0,581883842956.0
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,,5.550.750.737,556.253.157,322.0,,5550750737.0,556253157.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,135.132.000,293.202.169.735,330.0,,135132000.0,293202169735.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,16,135.132.000,135.132.000,337.0,16.0,135132000.0,135132000.0
2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,339,,-,293.067.037.735,339.0,,,293067037735.0
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,2.388.511.431.109,1.992.043.786.203,400.0,,2388511431109.0,1992043786203.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,18,2.388.511.431.109,1.992.043.786.203,410.0,18.0,2388511431109.0,1992043786203.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,2.235.489.620.000,1.792.124.770.000,411.0,,2235489620000.0,1792124770000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.235.489.620.000,1.792.124.770.000,,,2235489620000.0,1792124770000.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,411b,,-,-,,,,
2. Thặng dư vốn cổ phần,- Cổ phiếu ưu đãi > 2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,23.284.722.214,14.805.156.176,412.0,,23284722214.0,14805156176.0
3. Quyền chọn trái phiếu chuyển đổi,- Cổ phiếu ưu đãi > 3. Quyền chọn trái phiếu chuyển đổi,3. Quyền chọn trái phiếu chuyển đổi,413,,-,8.490.566.038,413.0,,,8490566038.0
4. Quỹ đầu tư phát triển,- Cổ phiếu ưu đãi > 4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,,886.852.413,886.852.413,418.0,,886852413.0,886852413.0
5. Lợi nhuận sau thuế chưa phân phối,- Cổ phiếu ưu đãi > 5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,128.850.236.482,175.736.441.576,421.0,,128850236482.0,175736441576.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- Cổ phiếu ưu đãi > - LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,26.195.152.869,175.736.441.576,,,26195152869.0,175736441576.0
- LNST chưa phân phối kỳ này,- Cổ phiếu ưu đãi > - LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,102.655.083.613,-,,,102655083613.0,
TỔNG CÔNG NGUỒN VỐN (440 = 300 + 400),- Cổ phiếu ưu đãi > TỔNG CÔNG NGUỒN VỐN (440 = 300 + 400),TỔNG CÔNG NGUỒN VỐN (440 = 300 + 400),440,,2.536.847.366.652,3.180.041.759.061,440.0,,2536847366652.0,3180041759061.0
