row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,VND17.413.212.340,VND1.238.315.518,VND14.572.868.660,VND875.235.616,,,,
Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,a) Ngắn hạn > Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,9.995.694.443,-,9.204.019.444,-,9995694443.0,,9204019444.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,a) Ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,7.720.972.223,-,8.740.594.444,-,7720972223.0,,8740594444.0,
Ngân hàng TMCP Việt Nam Thịnh Vượng,a) Ngắn hạn > Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,1.344.888.888,-,434.777.778,-,1344888888.0,,434777778.0,
Các đối tượng khác,a) Ngắn hạn > Các đối tượng khác,Các đối tượng khác,929.833.332,-,28.647.222,-,929833332.0,,28647222.0,
Phải thu từ các hợp đồng hợp tác đầu tư (i),a) Ngắn hạn > Phải thu từ các hợp đồng hợp tác đầu tư (i),Phải thu từ các hợp đồng hợp tác đầu tư (i),7.299.602.326,1.238.315.518,5.248.349.216,875.235.616,7299602326.0,1238315518.0,5248349216.0,875235616.0
Đào Anh Tuấn,a) Ngắn hạn > Đào Anh Tuấn,Đào Anh Tuấn,1.490.756.847,1.238.315.518,1.490.756.847,875.235.616,1490756847.0,1238315518.0,1490756847.0,875235616.0
Đỗ Thế Cao,a) Ngắn hạn > Đỗ Thế Cao,Đỗ Thế Cao,4.110.862.222,-,,-,4110862222.0,,,
Các đối tượng khác,a) Ngắn hạn > Các đối tượng khác,Các đối tượng khác,1.697.983.257,-,3.757.592.369,-,1697983257.0,,3757592369.0,
Tạm ứng,a) Ngắn hạn > Tạm ứng,Tạm ứng,63.043.257,-,120.500.000,-,63043257.0,,120500000.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,54.872.314,-,-,-,54872314.0,,,
b) Dài hạn,a) Ngắn hạn > b) Dài hạn,b) Dài hạn,1.309.025.000,-,1.311.075.000,-,1309025000.0,,1311075000.0,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",1.309.025.000,-,1.311.075.000,-,1309025000.0,,1311075000.0,
Cộng,a) Ngắn hạn > Cộng,Cộng,18.722.237.340,1.238.315.518,15.883.943.660,875.235.616,18722237340.0,1238315518.0,15883943660.0,875235616.0
