row_label_raw,row_label_full,col_0,Tại ngày đầu năm,Tăng trong năm,Giảm trong năm,Tại ngày cuối năm,numeric__Tại ngày đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Tại ngày cuối năm
,,,VND,VND,VND,VND,,,,
Vốn điều lệ,Vốn điều lệ,Vốn điều lệ,1.792.124.770.000,443.364.850.000,-,2.235.489.620.000,1792124770000.0,443364850000.0,,2235489620000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,14.805.156.176,8.490.566.038,11.000.000,23.284.722.214,14805156176.0,8490566038.0,11000000.0,23284722214.0
Quyền chọn trái phiếu chuyển đổi,Quyền chọn trái phiếu chuyển đổi,Quyền chọn trái phiếu chuyển đổi,8.490.566.038,-,8.490.566.038,-,8490566038.0,,8490566038.0,
,,,1.815.420.492.214,451.855.416.038,8.501.566.038,2.258.774.342.214,1815420492214.0,451855416038.0,8501566038.0,2258774342214.0
