row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốcVND,Số cuối năm > Giá trị hợp lýVND,Số cuối năm > Dự phòngVND,Số đầu năm > Giá gốcVND,Số đầu năm > Giá trị hợp lýVND,Số đầu năm > Dự phòngVND,numeric__Số cuối năm > Giá gốcVND,numeric__Số cuối năm > Giá trị hợp lýVND,numeric__Số cuối năm > Dự phòngVND,numeric__Số đầu năm > Giá gốcVND,numeric__Số đầu năm > Giá trị hợp lýVND,numeric__Số đầu năm > Dự phòngVND
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,1.690.535.234.190,1.690.535.234.190,-,1.502.784.426.797,1.502.784.426.797,-,1690535234190.0,1690535234190.0,,1502784426797.0,1502784426797.0,
- Đầu tư vào công ty con,- Đầu tư vào công ty con,- Đầu tư vào công ty con,1.550.425.234.190,1.550.425.234.190,-,1.502.484.426.797,1.502.484.426.797,-,1550425234190.0,1550425234190.0,,1502484426797.0,1502484426797.0,
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,880.593.089.954,880.593.089.954,-,937.166.596.856,937.166.596.856,-,880593089954.0,880593089954.0,,937166596856.0,937166596856.0,
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,100.000.000.000,100.000.000.000,-,100.000.000.000,100.000.000.000,-,100000000000.0,100000000000.0,,100000000000.0,100000000000.0,
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,519.702.144.236,519.702.144.236,-,465.317.829.941,465.317.829.941,-,519702144236.0,519702144236.0,,465317829941.0,465317829941.0,
Công ty Cổ phần Đầu tư Bất động sản F.I.T,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Công ty Cổ phần Đầu tư Bất động sản F.I.T,50.130.000.000,50.130.000.000,-,-,-,-,50130000000.0,50130000000.0,,,,
- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,- Đầu tư góp vốn vào đơn vị khác,140.110.000.000,140.110.000.000,-,300.000.000,300.000.000,-,140110000000.0,140110000000.0,,300000000.0,300000000.0,
Công ty Cổ phần F.I.T Consumer,Công ty Cổ phần F.I.T Consumer,Công ty Cổ phần F.I.T Consumer,140.110.000.000,140.110.000.000,-,300.000.000,300.000.000,-,140110000000.0,140110000000.0,,300000000.0,300000000.0,
