row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,360.817.756,121.922.958.205,360817756.0,121922958205.0
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,136.172.499,92.627.563,136172499.0,92627563.0
- Bảo hiểm xã hội,- Bảo hiểm xã hội,- Bảo hiểm xã hội,121.308.668,136.071.936,121308668.0,136071936.0
- Bảo hiểm y tế,- Bảo hiểm y tế,- Bảo hiểm y tế,19.509.718,23.550.912,19509718.0,23550912.0
- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,9.167.469,10.467.072,9167469.0,10467072.0
- Các khoản phải trả về hợp tác đầu tư,- Các khoản phải trả về hợp tác đầu tư,- Các khoản phải trả về hợp tác đầu tư,-,121.660.240.722,,121660240722.0
Công ty CP Chế biến thực phẩm xuất khẩu Miền Tây,Công ty CP Chế biến thực phẩm xuất khẩu Miền Tây,Công ty CP Chế biến thực phẩm xuất khẩu Miền Tây,-,104.725.905.833,,104725905833.0
Nguyễn Hữu Dũng,Nguyễn Hữu Dũng,Nguyễn Hữu Dũng,-,15.553.125.000,,15553125000.0
Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (TSC),Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (TSC),Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (TSC),-,469.327.833,,469327833.0
- Các khoản phải trả phải nộp khác,- Các khoản phải trả phải nộp khác,- Các khoản phải trả phải nộp khác,74.659.402,911.882.056,74659402.0,911882056.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,135.132.000,135.132.000,135132000.0,135132000.0
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",135.132.000,135.132.000,135132000.0,135132000.0
Cộng,Cộng,Cộng,495.949.756,122.058.090.205,495949756.0,122058090205.0
