row_label_raw,row_label_full,col_0,1/1/2019VND(phân loại lại),1/1/2019VND(theo báo cáotrước đây),numeric__1/1/2019VND(phân loại lại),numeric__1/1/2019VND(theo báo cáotrước đây)
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,502.377.730.137,479.285.849.478,502377730137.0,479285849478.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,-,23.091.880.659,,23091880659.0
