row_label_raw,row_label_full,col_0,Trong nước VND,Nước ngoài VND,Tổng VND,numeric__Trong nước VND,numeric__Nước ngoài VND,numeric__Tổng VND
Cho năm kết thúc ngày31 tháng 12 năm 2019,Cho năm kết thúc ngày31 tháng 12 năm 2019,Cho năm kết thúc ngày31 tháng 12 năm 2019,Cho năm kết thúc ngày31 tháng 12 năm 2019,Cho năm kết thúc ngày31 tháng 12 năm 2019,Cho năm kết thúc ngày31 tháng 12 năm 2019,,,
Doanh thu thuần,Cho năm kết thúc ngày31 tháng 12 năm 2019 > Doanh thu thuần,Doanh thu thuần,39.678.180.839.612,150.355.003.402,39.828.535.843.014,39678180839612.0,150355003402.0,39828535843014.0
Giá vốn hàng bán,Cho năm kết thúc ngày31 tháng 12 năm 2019 > Giá vốn hàng bán,Giá vốn hàng bán,(34.920.972.731.162),(122.898.282.480),(35.043.871.013.642),-34920972731162.0,-122898282480.0,-35043871013642.0
,,,4.757.208.108.450,27.456.720.922,4.784.664.829.372,4757208108450.0,27456720922.0,4784664829372.0
