row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,31/12/2023VND,numeric__col_1,numeric__31/12/2024VND,numeric__31/12/2023VND
i),i),i),Các khoản ủy thác đầu tư,,,,,
i),i) > i),i),Công ty Cổ phần Quản lý Quỹ đầu tư FPT,39.275.051.776,39.275.051.776,,39275051776.0,39275051776.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 6),,,,,
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,45.188.852.981,47.692.642.000,,45188852981.0,47692642000.0
ii),ii) > ii),ii),Công ty Cổ phần Synnex FPT,1.285.502.494,22.868.664.237,,1285502494.0,22868664237.0
ii),ii) > ii),ii),,46.474.355.475,70.561.306.237,,46474355475.0,70561306237.0
iii),iii),iii),Phải trả người bán ngắn hạn (Thuyết minh 17),,,,,
iii),iii) > iii),iii),Công ty Cổ phần Synnex FPT,323.041.857.148,106.173.913.478,,323041857148.0,106173913478.0
iii),iii) > iii),iii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,6.228.628.104,4.846.392.740,,6228628104.0,4846392740.0
iii),iii) > iii),iii),,329.270.485.252,111.020.306.218,,329270485252.0,111020306218.0
