row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGÂN HẠN,,45.535.942.846.453,36.705.751.751.876,,,45535942846453.0,36705751751876.0
110,110,110,Tiền và các khoản tương đương tiền,4,9.315.440.438.884,8.279.156.683.221,,4.0,9315440438884.0,8279156683221.0
111,111,111,Tiền,,6.725.619.929.289,5.975.127.685.903,,,6725619929289.0,5975127685903.0
112,112,112,Các khoản tương đương tiền,,2.589.820.509.595,2.304.028.997.318,,,2589820509595.0,2304028997318.0
120,120,120,Đầu tư tài chính ngắn hạn,,21.785.213.686.808,16.104.205.358.010,,,21785213686808.0,16104205358010.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),21.785.213.686.808,16.104.205.358.010,,,21785213686808.0,16104205358010.0
130,130,130,Các khoản phải thu ngắn hạn,,11.381.523.992.803,9.674.343.237.344,,,11381523992803.0,9674343237344.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,10.537.019.113.380,9.057.647.206.985,,6.0,10537019113380.0,9057647206985.0
132,132,132,Trả trước cho người bán ngắn hạn,7,610.379.845.664,482.074.732.731,,7.0,610379845664.0,482074732731.0
134,134,134,Phải thu theo tiến độ kế hoạch hợp đồng,8,136.097.256.629,176.770.894.412,,8.0,136097256629.0,176770894412.0
135,135,135,Phải thu về cho vay ngắn hạn,,9.808.117.590,515.430.000,,,9808117590.0,515430000.0
136,136,136,Phải thu ngắn hạn khác,9(a),707.751.585.399,869.491.618.296,,,707751585399.0,869491618296.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(619.531.925.859),(912.156.645.080),,10.0,-619531925859.0,-912156645080.0
140,140,140,Hàng tồn kho,11,1.856.756.949.030,1.593.411.075.233,,11.0,1856756949030.0,1593411075233.0
141,141,141,Hàng tồn kho,,1.990.224.486.513,1.724.956.924.671,,,1990224486513.0,1724956924671.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(133.467.537.483),(131.545.849.438),,,-133467537483.0,-131545849438.0
150,150,150,Tài sản ngắn hạn khác,,1.197.007.778.928,1.054.635.398.068,,,1197007778928.0,1054635398068.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),479.707.218.558,449.245.737.865,,,479707218558.0,449245737865.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,648.697.117.785,528.984.574.991,,,648697117785.0,528984574991.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,13(a),68.603.442.585,76.405.085.212,,,68603442585.0,76405085212.0
