row_label_raw,row_label_full,col_0,2024,2023(Điều chỉnh lại (*)( )),numeric__2024,numeric__2023(Điều chỉnh lại (*)( ))
Lợi nhuận thuần phân bổ cho các cổ đông(VND),Lợi nhuận thuần phân bổ cho các cổ đông(VND),Lợi nhuận thuần phân bổ cho các cổ đông(VND),7.856.767.812.178,6.465.190.432.622,7856767812178.0,6465190432622.0
"Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)",(624.987.179.579),(557.312.424.593),-624987179579.0,-557312424593.0
,,,7.231.780.632.599,5.907.878.008.029,7231780632599.0,5907878008029.0
Bình quân số cổ phiếu phổ thông đanglưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đanglưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đanglưu hành (cổ phiếu),1.462.653.544,1.457.906.309,1462653544.0,1457906309.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.944,4.052,4944.0,4052.0
