row_label_raw,row_label_full,col_0,2024VND,2023VND,numeric__2024VND,numeric__2023VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,5.162.729.425.317,4.569.056.794.009,5162729425317.0,4569056794009.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,57.799.922.709.318,48.056.118.067.324,57799922709318.0,48056118067324.0
,,,62.962.652.134.635,52.625.174.861.333,62962652134635.0,52625174861333.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Doanh thu bán hàng hóa,Các khoản giảm trừ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,(12.000.960.744),(731.092.700),-12000960744.0,-731092700.0
Doanh thu cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,(101.856.822.524),(6.542.941.248),-101856822524.0,-6542941248.0
,,,(113.857.783.268),(7.274.033.948),-113857783268.0,-7274033948.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,,
Doanh thu bán hàng hóa,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,5.150.728.464.573,4.568.325.701.309,5150728464573.0,4568325701309.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,57.698.065.886.794,48.049.575.126.076,57698065886794.0,48049575126076.0
,,,62.848.794.351.367,52.617.900.827.385,62848794351367.0,52617900827385.0
