row_label_raw,row_label_full,col_0,col_1,31/12/2024 > Giá gốc VND,31/12/2024 > Giá trị ghi sổ VND,31/12/2023 > Giá gốc VND,31/12/2023 > Giá trị ghi sổ VND,numeric__col_1,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Giá trị ghi sổ VND,numeric__31/12/2023 > Giá gốc VND,numeric__31/12/2023 > Giá trị ghi sổ VND
i),i),i),Ngắn hạn,,,,,,,,,
i),i) > i),i),Tiền gửi ngân hàng có kỳ hạn – ngắn hạn (*) (**),21.785.213.686.808,21.785.213.686.808,16.104.205.358.010,16.104.205.358.010,,21785213686808.0,21785213686808.0,16104205358010.0,16104205358010.0
i),i) > i),i),Khác,33.275.051.776,-,33.275.051.776,-,,33275051776.0,,33275051776.0,
i),i) > i),i),,21.818.488.738.584,21.785.213.686.808,16.137.480.409.786,16.104.205.358.010,,21818488738584.0,21785213686808.0,16137480409786.0,16104205358010.0
ii),ii),ii),Dải hạn,,,,,,,,,
ii),ii) > ii),ii),Tiền gửi ngân hàng có kỳ hạn – dài hạn (*),200.000.000,200.000.000,20.200.000.000,20.200.000.000,,200000000.0,200000000.0,20200000000.0,20200000000.0
