row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2024VND,2023VND,,,,
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,35.727.540.104.800,29.933.011.216.233,,,35727540104800.0,29933011216233.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,35.724.790.104.800,29.930.261.216.233,,,35724790104800.0,29930261216233.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"23,24",14.710.691.830.000,12.699.688.750.000,,23.24,14710691830000.0,12699688750000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,14.710.691.830.000,12.699.688.750.000,,,14710691830000.0,12699688750000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,24,49.713.213.411,49.713.213.411,,24.0,49713213411.0,49713213411.0
414,Mãsố > 414,414,Vốn khác của chủ sở hữu,24,1.929.012.703.454,1.928.602.158.147,,24.0,1929012703454.0,1928602158147.0
417,Mãsố > 417,417,Chênh lệch tỷ giá hối đoái,24,(49.485.560.860),(17.778.502.626),,24.0,-49485560860.0,-17778502626.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,24,2.033.289.141.535,1.549.850.939.920,,24.0,2033289141535.0,1549850939920.0
420,Mãsố > 420,420,Quỹ khác thuộc vốn chủ sở hữu,24,87.730.484.825,87.203.093.024,,24.0,87730484825.0,87203093024.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,11.030.528.671.431,8.674.126.708.670,,24.0,11030528671431.0,8674126708670.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,5.458.228.109.134,4.471.895.918.464,,,5458228109134.0,4471895918464.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,5.572.300.562.297,4.202.230.790.206,,,5572300562297.0,4202230790206.0
429,Mãsố > 429,429,Lợi ích cổ đông không kiểm soát,24,5.933.309.621.004,4.958.854.855.687,,24.0,5933309621004.0,4958854855687.0
430,Mãsố > 430,430,Nguồn kinh phí và quỹ khác,,2.750.000.000,2.750.000.000,,,2750000000.0,2750000000.0
431,Mãsố > 431,431,Nguồn kinh phí,,2.750.000.000,2.750.000.000,,,2750000000.0,2750000000.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,71.999.995.678.620,60.282.827.532.899,,,71999995678620.0,60282827532899.0
