row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRẢ,,36.272.455.573.820,30.349.816.316.666,,,36272455573820.0,30349816316666.0
310,310,310,Nợ ngắn hạn,,34.836.184.067.740,29.651.673.556.227,,,34836184067740.0,29651673556227.0
311,311,311,Phải trả người bán ngắn hạn,17,4.423.912.840.298,2.602.977.290.710,,17.0,4423912840298.0,2602977290710.0
312,312,312,Người mua trả tiền trước ngắn hạn,18,562.066.755.666,602.010.036.721,,18.0,562066755666.0,602010036721.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13(b),2.298.821.801.748,1.432.356.605.157,,,2298821801748.0,1432356605157.0
314,314,314,Phải trả người lao động,,4.341.013.546.853,3.734.341.060.086,,,4341013546853.0,3734341060086.0
315,315,315,Chi phí phải trả ngắn hạn,19,1.241.089.122.260,848.293.082.410,,19.0,1241089122260.0,848293082410.0
317,317,317,Phải trả theo tiến độ kế hoạch hợp đồng,8,92.738.882.375,78.456.375.540,,8.0,92738882375.0,78456375540.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,20(a),4.224.649.366.399,3.620.205.460.042,,,4224649366399.0,3620205460042.0
319,319,319,Phải trả ngắn hạn khác,21(a),874.015.837.328,1.015.101.605.957,,,874015837328.0,1015101605957.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,22(a),14.446.238.451.323,13.837.894.474.107,,,14446238451323.0,13837894474107.0
321,321,321,Dự phòng phải trả ngắn hạn,,496.600.145.127,417.401.434.437,,,496600145127.0,417401434437.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,1.835.037.318.363,1.462.636.131.060,,,1835037318363.0,1462636131060.0
330,330,330,Nợ dài hạn,,1.436.271.506.080,698.142.760.439,,,1436271506080.0,698142760439.0
336,336,336,Doanh thu chưa thực hiện dài hạn,20(b),131.344.534.204,132.927.038.647,,,131344534204.0,132927038647.0
337,337,337,Phải trả dài hạn khác,21(b),183.788.442.785,41.914.135.058,,,183788442785.0,41914135058.0
338,338,338,Vay và nợ thuê tài chính dài hạn,22(b),501.115.537.075,208.074.996.962,,,501115537075.0,208074996962.0
341,341,341,Thuế thu nhập hoãn lại phải trả,32,356.966.680.614,245.716.712.513,,32.0,356966680614.0,245716712513.0
342,342,342,Dự phòng phải trả dài hạn,,262.864.215.119,69.317.780.976,,,262864215119.0,69317780976.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,192.096.283,192.096.283,,,192096283.0,192096283.0
