row_label_raw,row_label_full,Mãsố,TÀI SẢN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN,Thuyếtminh,2024VND,2023VND,,,,
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,26.464.052.832.167,23.577.075.781.023,,,26464052832167.0,23577075781023.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,331.646.166.008,247.392.102.550,,,331646166008.0,247392102550.0
215,Mãsố > 215,215,Phải thu về cho vay dài hạn,,2.509.722.351,-,,,2509722351.0,
216,Mãsố > 216,216,Phải thu dài hạn khác,9(b),381.508.926.294,299.764.585.187,,,381508926294.0,299764585187.0
219,Mãsố > 219,219,Dự phòng phải thu dài hạn khó đòi,10,(52.372.482.637),(52.372.482.637),,10.0,-52372482637.0,-52372482637.0
220,Mãsố > 220,220,Tài sản cố định,,14.816.131.186.204,13.643.232.649.833,,,14816131186204.0,13643232649833.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,14(a),12.774.567.961.718,12.382.116.875.249,,,12774567961718.0,12382116875249.0
222,Mãsố > 222,222,Nguyên giá,,24.457.733.666.511,22.288.962.278.190,,,24457733666511.0,22288962278190.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(11.683.165.704.793),(9.906.845.402.941),,,-11683165704793.0,-9906845402941.0
224,Mãsố > 224,224,Tài sản cố định thuê tài chính,,2.042.708.364,4.018.633.151,,,2042708364.0,4018633151.0
225,Mãsố > 225,225,Nguyên giá,,5.716.034.788,8.032.465.332,,,5716034788.0,8032465332.0
226,Mãsố > 226,226,Giá trị khấu hao lũy kế,,(3.673.326.424),(4.013.832.181),,,-3673326424.0,-4013832181.0
227,Mãsố > 227,227,Tài sản cố định vô hình,14(b),2.039.520.516.122,1.257.097.141.433,,,2039520516122.0,1257097141433.0
228,Mãsố > 228,228,Nguyên giá,,3.656.302.027.788,2.595.586.732.247,,,3656302027788.0,2595586732247.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(1.616.781.511.666),(1.338.489.590.814),,,-1616781511666.0,-1338489590814.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,2.559.766.724.411,1.315.270.136.003,,,2559766724411.0,1315270136003.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,15,2.559.766.724.411,1.315.270.136.003,,15.0,2559766724411.0,1315270136003.0
250,Mãsố > 250,250,Đầu tài tài chính dài hạn,,3.318.095.237.260,3.335.009.108.332,,,3318095237260.0,3335009108332.0
252,Mãsố > 252,252,"Đầu tư vào công ty liên doanh, liên kết",5(b),2.281.222.436.752,2.107.616.686.383,,,2281222436752.0,2107616686383.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,5(b),3.393.737.969.842,2.830.348.813.038,,,3393737969842.0,2830348813038.0
254,Mãsố > 254,254,Dự phòng đầu tư tài chính dài hạn,5(b),(2.357.065.169.334),(1.623.156.391.089),,,-2357065169334.0,-1623156391089.0
255,Mãsố > 255,255,Đầu tư nằm giữ đến ngày đáo hạn,5(a),200.000.000,20.200.000.000,,,200000000.0,20200000000.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,5.438.413.518.284,5.036.171.784.305,,,5438413518284.0,5036171784305.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,12(b),3.765.187.625.417,3.391.434.748.762,,,3765187625417.0,3391434748762.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,32,575.767.686.189,360.946.956.414,,32.0,575767686189.0,360946956414.0
269,Mãsố > 269,269,Lợi thế thương mại,16,1.097.458.206.678,1.283.790.079.129,,16.0,1097458206678.0,1283790079129.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,71.999.995.678.620,60.282.827.532.899,,,71999995678620.0,60282827532899.0
