row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,62.962.652.134.635,52.625.174.861.333,,,62962652134635.0,52625174861333.0
02,02,02,Các khoản giảm trừ doanh thu,,113.857.783.268,7.274.033.948,,,113857783268.0,7274033948.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),26,62.848.794.351.367,52.617.900.827.385,,26.0,62848794351367.0,52617900827385.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,39.150.445.981.451,32.298.347.382.703,,27.0,39150445981451.0,32298347382703.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,23.698.348.369.916,20.319.553.444.682,,,23698348369916.0,20319553444682.0
21,21,21,Doanh thu hoạt động tài chính,28,1.935.749.115.305,2.336.069.089.819,,28.0,1935749115305.0,2336069089819.0
22,22,22,Chi phí tài chính,29,1.811.547.381.981,1.718.298.463.710,,29.0,1811547381981.0,1718298463710.0
23,23,23,- Trong đó: Chi phí lãi vay,,551.639.361.786,832.648.611.261,,,551639361786.0,832648611261.0
24,24,24,"Phần lãi trong công ty liên doanh, liên kết",5(b),392.531.256.272,42.347.008.961,,,392531256272.0,42347008961.0
25,25,25,Chi phí bán hàng,30,6.115.961.971.783,5.242.551.906.960,,30.0,6115961971783.0,5242551906960.0
26,26,26,Chi phí quản lý doanh nghiệp,31,7.074.038.614.774,6.625.373.638.359,,31.0,7074038614774.0,6625373638359.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),,11.025.080.772.955,9.111.745.534.433,,,11025080772955.0,9111745534433.0
31,31,31,Thu nhập khác,,175.450.599.740,200.956.010.920,,,175450599740.0,200956010920.0
32,32,32,Chi phí khác,,130.864.954.876,109.695.446.783,,,130864954876.0,109695446783.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,44.585.644.864,91.260.564.137,,,44585644864.0,91260564137.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,11.069.666.417.819,9.203.006.098.570,,,11069666417819.0,9203006098570.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,32(a),1.922.927.614.658,1.424.017.001.796,,,1922927614658.0,1424017001796.0
52,52,52,Thu nhập thuế TNDN hoãn lại,32(b),(280.683.727.283),(9.060.642.842),,,-280683727283.0,-9060642842.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,9.427.422.530.444,7.788.049.739.616,,,9427422530444.0,7788049739616.0
61,61,61,Phân bổ cho:,,,,,,,
62,61 > 62,62,Cổ đông của công ty mẹ,,7.856.767.812.178,6.465.190.432.622,,,7856767812178.0,6465190432622.0
62,61 > 62,62,Cổ đông không kiểm soát,,1.570.654.718.266,1.322.859.306.994,,,1570654718266.0,1322859306994.0
70,61 > 70,70,Lãi cơ bản trên cổ phiếu,25(a),4.944,4.052,,,4944.0,4052.0
71,61 > 71,71,Lãi suy giảm trên cổ phiếu,25(b),4.944,4.052,,,4944.0,4052.0
