row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị ghi sô VND,31/12/2024 > Giá trị hợp lý VND,31/12/2024 > Dự phòng VND,31/12/2023 > Giá trị ghi sô VND,31/12/2023 > Giá trị hợp lý VND,31/12/2023 > Dự phòng VND,numeric__31/12/2024 > Giá trị ghi sô VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2024 > Dự phòng VND,numeric__31/12/2023 > Giá trị ghi sô VND,numeric__31/12/2023 > Giá trị hợp lý VND,numeric__31/12/2023 > Dự phòng VND
Ngân hàng TMCP,Ngân hàng TMCP,Ngân hàng TMCP,,,,,,,,,,,,
Tiên Phong (*),Ngân hàng TMCP > Tiên Phong (*),Tiên Phong (*),494.371.420.000,2.979.009.541.800,-,494.371.420.000,2.594.332.639.800,-,494371420000.0,2979009541800.0,,494371420000.0,2594332639800.0,
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,,,,,,,,,,,,
Chứng khoán FPT (*),Công ty Cổ phần > Chứng khoán FPT (*),Chứng khoán FPT (*),451.052.683.613,2.458.566.556.200,-,451.052.683.613,1.858.073.762.100,-,451052683613.0,2458566556200.0,,451052683613.0,1858073762100.0,
Khác,Công ty Cổ phần > Khác,Khác,2.448.313.866.229,(**),(2.357.065.169.334),1.884.924.709.425,(**),(1.623.156.391.089),2448313866229.0,,-2357065169334.0,1884924709425.0,,-1623156391089.0
,,,3.393.737.969.842,,(2.357.065.169.334),2.830.348.813.038,,(1.623.156.391.089),3393737969842.0,,-2357065169334.0,2830348813038.0,,-1623156391089.0
