row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị ghi số VND,31/12/2024 > Giá trị hợp lý VND,31/12/2023 > Giá trị ghi số VND,31/12/2023 > Giá trị hợp lý VND,numeric__31/12/2024 > Giá trị ghi số VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2023 > Giá trị ghi số VND,numeric__31/12/2023 > Giá trị hợp lý VND
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,1.016.060.168.368,(**),1.070.714.045.596,(**),1016060168368.0,,1070714045596.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),889.664.704.380,11.767.160.640.000,744.216.830.634,6.783.869.550.000,889664704380.0,11767160640000.0,744216830634.0,6783869550000.0
Khác,Khác,Khác,375.497.564.004,(**),292.685.810.153,(**),375497564004.0,,292685810153.0,
,,,2.281.222.436.752,,2.107.616.686.383,,2281222436752.0,,2107616686383.0,
