row_label_raw,row_label_full,STT,Họ và tên,Chức danh,Chức danh_1,Chức danh_2,numeric__Họ và tên,numeric__Chức danh,numeric__Chức danh_1,numeric__Chức danh_2
,,,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,,,,
1,1,1,Ông Nguyễn Văn Khoa,Tổng Giám đốc,4.420.000.000,4.400.000.000,,,4420000000.0,4400000000.0
2,2,2,Ông Nguyễn Thế Phương,Phó Tổng Giám đốc,3.510.000.000,3.490.000.000,,,3510000000.0,3490000000.0
3,3,3,Ông Phạm Minh Tuấn,Phó Tổng Giám đốc(từ ngày 13/3/2024),2.444.065.934,-,,,2444065934.0,
4,4,4,Ông Hoàng Việt Anh,Phó Tổng Giám đốc(đến ngày 13/3/2024),640.879.121,3.236.360.000,,,640879121.0,3236360000.0
5,5,5,Ông Hoàng Hữu Chiến,Kế toán trưởng,2.080.000.000,2.060.000.000,,,2080000000.0,2060000000.0
6,6,6,Bà Mai Thị Lan Anh,Phụ trách Công bốthông tin,965.000.000,832.000.000,,,965000000.0,832000000.0
,,,,,14.059.945.055,14.018.360.000,,,14059945055.0,14018360000.0
