row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(4.473.655.664),-,14.0,-4473655664.0,
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(288.065.145.515),(244.247.300.070),15.0,-288065145515.0,-244247300070.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,17.851.484.482,106.450.370.984,16.0,17851484482.0,106450370984.0
Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(230.979.259.506),(339.051.256.935),17.0,-230979259506.0,-339051256935.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.709.215.783.738,1.266.278.720.695,20.0,1709215783738.0,1266278720695.0
II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
"1. Tiền chỉ mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 1. Tiền chỉ mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chỉ mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(1.297.005.518.078),(870.500.435.648),21.0,-1297005518078.0,-870500435648.0
"2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,-,70.835.909.091,22.0,,70835909091.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,35.000.000.000,1.245.382.915,24.0,35000000000.0,1245382915.0
4. Tiền thu hồi đầu tư vốn vào đơn vị khác,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 4. Tiền thu hồi đầu tư vốn vào đơn vị khác,4. Tiền thu hồi đầu tư vốn vào đơn vị khác,26,63.530.094.000,4.606.214.100,26.0,63530094000.0,4606214100.0
"5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,276.957.583.084,301.110.587.409,27.0,276957583084.0,301110587409.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(921.517.840.994),(492.702.342.133),30.0,-921517840994.0,-492702342133.0
