row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > VNDGiá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > VNDGiá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VNDGiá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > VNDGiá trị có thể thu hồi
Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,221.663.412.363,-,220.917.749.667,-,221663412363.0,,220917749667.0,
Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),110.143.267.289,-,110.143.267.289,-,110143267289.0,,110143267289.0,
Doanh nghiệp Tư nhân Ngọc Lan (ii),Doanh nghiệp Tư nhân Ngọc Lan (ii),Doanh nghiệp Tư nhân Ngọc Lan (ii),9.153.800.000,-,9.153.800.000,-,9153800000.0,,9153800000.0,
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (iii),Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (iii),Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (iii),101.620.682.378,-,101.620.682.378,-,101620682378.0,,101620682378.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,745.662.696,-,-,-,745662696.0,,,
