row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Doanh thu,Chi phí,Lợi nhuận/(lỗ)sau thuế TNDN,Doanh thu,Chi phí,Lợi nhuận/(lỗ)sau thuế TNDN,,,,,,
Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,,,,,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,1.997.251.696.448,1.971.180.421.524,25.167.615.924,2.452.136.193.751,2.420.947.177.721,27.957.851.890,1997251696448.0,1971180421524.0,25167615924.0,2452136193751.0,2420947177721.0,27957851890.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,2.237.994.856.584,2.210.148.985.986,28.116.903.299,2.600.069.400.533,2.566.415.301.889,32.042.485.855,2237994856584.0,2210148985986.0,28116903299.0,2600069400533.0,2566415301889.0,32042485855.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,2.165.957.731.176,2.140.769.300.029,23.352.907.504,2.673.130.613.391,2.638.014.233.431,27.283.991.513,2165957731176.0,2140769300029.0,23352907504.0,2673130613391.0,2638014233431.0,27283991513.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,1.295.737.628.464,1.273.073.230.030,20.672.876.602,1.422.902.633.794,1.393.263.049.402,25.179.482.248,1295737628464.0,1273073230030.0,20672876602.0,1422902633794.0,1393263049402.0,25179482248.0
Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,,,,,,
Công ty Cổ phần Phát triển Đõ thị Dầu khí (1),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Phát triển Đõ thị Dầu khí (1),Công ty Cổ phần Phát triển Đõ thị Dầu khí (1),252.917.005.060,239.718.985.002,1.838.291.211,176.246.743.797,177.663.104.727,(3.187.783.194),252917005060.0,239718985002.0,1838291211.0,176246743797.0,177663104727.0,-3187783194.0
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (2),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (2),Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (2),225.599.911.674,248.997.429.529,(676.703.988.927),1.835.314.470.723,2.847.318.804.271,(1.307.136.589.258),225599911674.0,248997429529.0,-676703988927.0,1835314470723.0,2847318804271.0,-1307136589258.0
Công ty Cổ phần Bao bì Đam Phú Mỹ,Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Bao bì Đam Phú Mỹ,Công ty Cổ phần Bao bì Đam Phú Mỹ,286.393.895.841,270.595.713.806,10.316.002.909,294.832.481.955,280.191.957.123,11.113.109.189,286393895841.0,270595713806.0,10316002909.0,294832481955.0,280191957123.0,11113109189.0
