row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,176.620.686.597,102.303.948.945,152.0,,176620686597.0,102303948945.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,20,7.483.858.006,4.131.823.091,153.0,20.0,7483858006.0,4131823091.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.974.891.331.961,3.023.114.369.845,200.0,,3974891331961.0,3023114369845.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,965.000.000,50.000.000,210.0,,965000000.0,50000000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,9,965.000.000,50.000.000,216.0,9.0,965000000.0,50000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.782.004.101.226,1.580.783.127.735,220.0,,1782004101226.0,1580783127735.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,994.543.897.265,785.370.731.888,221.0,13.0,994543897265.0,785370731888.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,7.442.996.156.019,7.024.596.782.981,222.0,,7442996156019.0,7024596782981.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(6.448.452.258.754),(6.239.226.051.093),223.0,,-6448452258754.0,-6239226051093.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,14,787.460.203.961,795.412.395.847,227.0,14.0,787460203961.0,795412395847.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.041.414.618.375,1.040.848.236.104,228.0,,1041414618375.0,1040848236104.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(253.954.414.414),(245.435.840.257),229.0,,-253954414414.0,-245435840257.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,15,271.508.391.432,282.070.955.999,230.0,15.0,271508391432.0,282070955999.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,334.556.867.544,334.556.867.544,231.0,,334556867544.0,334556867544.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(63.048.476.112),(52.485.911.545),232.0,,-63048476112.0,-52485911545.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,1.350.127.867.489,609.740.263.873,240.0,,1350127867489.0,609740263873.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,16,1.350.127.867.489,609.740.263.873,242.0,16.0,1350127867489.0,609740263873.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6,421.980.768.435,483.415.929.714,250.0,6.0,421980768435.0,483415929714.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,386.250.000.000,445.046.800.000,251.0,,386250000000.0,445046800000.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,680.903.000.000,680.903.000.000,252.0,,680903000000.0,680903000000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,20.502.000.000,20.502.000.000,253.0,,20502000000.0,20502000000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(665.674.231.565),(663.035.870.286),254.0,,-665674231565.0,-663035870286.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,148.305.203.379,67.054.092.524,260.0,,148305203379.0,67054092524.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,16.939.412.084,9.614.110.172,261.0,12.0,16939412084.0,9614110172.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,17,80.645.394.487,57.439.982.352,262.0,17.0,80645394487.0,57439982352.0
"3. Thiết bị, vật tư, phụ tùng thay thể dài hạn","3. Thiết bị, vật tư, phụ tùng thay thể dài hạn","3. Thiết bị, vật tư, phụ tùng thay thể dài hạn",263,11,50.720.396.808,-,263.0,11.0,50720396808.0,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,9.179.133.523.779,10.472.221.827.759,270.0,,9179133523779.0,10472221827759.0
