row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGÂN HẠN,A. TÀI SẢN NGÂN HẠN,A. TÀI SẢN NGÂN HẠN,100,,5.204.242.191.818,7.449.107.457.914,100.0,,5204242191818.0,7449107457914.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,3.551.725.949.149,5.188.813.158.588,110.0,5.0,3551725949149.0,5188813158588.0
1. Tiền,1. Tiền,1. Tiền,111,,127.725.949.149,114.813.158.588,111.0,,127725949149.0,114813158588.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,3.424.000.000.000,5.074.000.000.000,112.0,,3424000000000.0,5074000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,35.000.000.000,70.000.000.000,120.0,6.0,35000000000.0,70000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,35.000.000.000,70.000.000.000,123.0,,35000000000.0,70000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,510.985.185.427,940.005.670.190,130.0,,510985185427.0,940005670190.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,115.958.873.418,236.190.426.179,131.0,7.0,115958873418.0,236190426179.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,356.434.286.384,596.396.818.230,132.0,8.0,356434286384.0,596396818230.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9,260.207.207.605,328.336.175.448,136.0,9.0,260207207605.0,328336175448.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,10,(221.663.412.363),(220.917.749.667),137.0,10.0,-221663412363.0,-220917749667.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,48.230.383,-,139.0,,48230383.0,
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,880.392.899.032,1.129.364.660.553,140.0,11.0,880392899032.0,1129364660553.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,880.392.899.032,1.129.364.660.553,141.0,,880392899032.0,1129364660553.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,226.138.158.210,120.923.968.583,150.0,,226138158210.0,120923968583.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,42.033.613.607,14.488.196.547,151.0,12.0,42033613607.0,14488196547.0
