row_label_raw,row_label_full,col_0,31/12/2025 > Số lượng (Kg),31/12/2025 > Giá trị (VND),01/01/2025 > Số lượng (Kg),01/01/2025 > Giá trị (VND),numeric__31/12/2025 > Số lượng (Kg),numeric__31/12/2025 > Giá trị (VND),numeric__01/01/2025 > Số lượng (Kg),numeric__01/01/2025 > Giá trị (VND)
Hàng tồn kho tại các kho lương thực (*),Hàng tồn kho tại các kho lương thực (*),Hàng tồn kho tại các kho lương thực (*),83.313.992,648.878.585.812,83.313.992,649.082.043.143,83313992.0,648878585812.0,83313992.0,649082043143.0
Tài sản khác (**),Tài sản khác (**),Tài sản khác (**),630.000,6.504.120.000,630.000,6.504.120.000,630000.0,6504120000.0,630000.0,6504120000.0
Hàng tồn kho tại Công ty CP Lương thực Tp. Hồ Chí Minh,Hàng tồn kho tại Công ty CP Lương thực Tp. Hồ Chí Minh,Hàng tồn kho tại Công ty CP Lương thực Tp. Hồ Chí Minh,,-,,2.767.962.342,,,,2767962342.0
Tổng,Tổng,Tổng,,655.382.705.812,,658.354.125.485,,655382705812.0,,658354125485.0
