row_label_raw,row_label_full,01/01/2025,Số phải nộp trong năm,Số đã nộp trong năm,31/12/2025,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__31/12/2025
30.984.480.133,30.984.480.133,30.984.480.133,157.511.167.095,154.671.540.163,33.824.107.065,157511167095.0,154671540163.0,33824107065.0
2.265.814.373,2.265.814.373,2.265.814.373,24.609.332.088,23.261.731.458,3.613.415.003,24609332088.0,23261731458.0,3613415003.0
13.439.109.983,13.439.109.983,13.439.109.983,24.362.671.641,28.197.301.777,9.604.479.847,24362671641.0,28197301777.0,9604479847.0
1.465.834.902,1.465.834.902,1.465.834.902,9.243.097.996,8.324.608.136,2.384.324.762,9243097996.0,8324608136.0,2384324762.0
44.167.470,44.167.470,44.167.470,566.171.480,565.482.520,44.856.430,566171480.0,565482520.0,44856430.0
13.759.699.405,13.759.699.405,13.759.699.405,95.638.618.120,91.231.224.502,18.167.093.023,95638618120.0,91231224502.0,18167093023.0
9.854.000,9.854.000,9.854.000,664.137.541,664.053.541,9.938.000,664137541.0,664053541.0,9938000.0
-,-,-,38.503.750,38.503.750,-,38503750.0,38503750.0,
-,-,-,2.388.634.479,2.388.634.479,-,2388634479.0,2388634479.0,
30.984.480.133,30.984.480.133,30.984.480.133,157.511.167.095,154.671.540.163,33.824.107.065,157511167095.0,154671540163.0,33824107065.0
