row_label_raw,row_label_full,col_0,31/12/2025 > Số ngàyquá hạn,31/12/2025 > Giá gốc,31/12/2025 > Dự phòng,31/12/2025 > Giá trị cótheé thu hồi,Số ngàyquá hạn,01/01/2025 > Giá gốc,01/01/2025 > Dự phòng,01/01/2025 > Giá trị cótheé thu hồi,numeric__31/12/2025 > Số ngàyquá hạn,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Dự phòng,numeric__31/12/2025 > Giá trị cótheé thu hồi,numeric__Số ngàyquá hạn,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Dự phòng,numeric__01/01/2025 > Giá trị cótheé thu hồi
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,,,,,,,
Công ty Cổ phần Lương thực Hậu Giang,Phải thu khác > Công ty Cổ phần Lương thực Hậu Giang,Công ty Cổ phần Lương thực Hậu Giang,Trên 5 năm,30.189.114.872,(30.189.114.872),-,Trên 5 năm,30.189.114.872,(30.189.114.872),-,,30189114872.0,-30189114872.0,,,30189114872.0,-30189114872.0,
Công ty TNHH Thương mại Xuất nhập khẩu Hiệp Tài,Phải thu khác > Công ty TNHH Thương mại Xuất nhập khẩu Hiệp Tài,Công ty TNHH Thương mại Xuất nhập khẩu Hiệp Tài,Trên 5 năm,9.017.732.212,(9.017.732.212),-,Trên 5 năm,9.017.732.212,(9.017.732.212),-,,9017732212.0,-9017732212.0,,,9017732212.0,-9017732212.0,
Các khách hàng khác,Phải thu khác > Các khách hàng khác,Các khách hàng khác,Trên 5 năm,21.095.905.031,(18.238.292.365),-,Trên 5 năm,18.611.749.696,(18.611.749.696),-,,21095905031.0,-18238292365.0,,,18611749696.0,-18611749696.0,
Tổng,Phải thu khác > Tổng,Tổng,,60.302.752.115,(57.445.139.449),-,,57.818.596.780,(57.818.596.780),-,,60302752115.0,-57445139449.0,,,57818596780.0,-57818596780.0,
Tài sản thiếu chờ xử lý (*),Phải thu khác > Tài sản thiếu chờ xử lý (*),Tài sản thiếu chờ xử lý (*),,648.878.585.812,(648.878.585.812),-,,649.082.043.143,(649.082.043.143),-,,648878585812.0,-648878585812.0,,,649082043143.0,-649082043143.0,
Tổng,Phải thu khác > Tổng,Tổng,,1.257.149.384.093,(1.254.111.243.658),180.527.769,,1.258.080.993.999,(1.257.626.432.767),454.561.232,,1257149384093.0,-1254111243658.0,180527769.0,,1258080993999.0,-1257626432767.0,454561232.0
