row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Thường chi tiêu sản lượng, hỗ trợ bán hàng","Thu nhập khác > Thường chi tiêu sản lượng, hỗ trợ bán hàng","Thường chi tiêu sản lượng, hỗ trợ bán hàng",417.791.340,391.736.250,417791340.0,391736250.0
Các khoản do Vinamilk - CN Cần Thơ hỗ trợ,Thu nhập khác > Các khoản do Vinamilk - CN Cần Thơ hỗ trợ,Các khoản do Vinamilk - CN Cần Thơ hỗ trợ,3.060.459.633,2.509.152.707,3060459633.0,2509152707.0
Thu từ thanh lý tài sản cố định,Thu nhập khác > Thu từ thanh lý tài sản cố định,Thu từ thanh lý tài sản cố định,1.292.966.860,57.269.388.976,1292966860.0,57269388976.0
Thu tiền bồi thường tổn thất hàng hóa,Thu nhập khác > Thu tiền bồi thường tổn thất hàng hóa,Thu tiền bồi thường tổn thất hàng hóa,-,11.139.186.643,,11139186643.0
"Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC","Thu nhập khác > Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC","Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC",-,319.598.717,,319598717.0
Khách hàng bồi thường do hủy hợp đồng,Thu nhập khác > Khách hàng bồi thường do hủy hợp đồng,Khách hàng bồi thường do hủy hợp đồng,132.848.360,-,132848360.0,
Thu nhập từ tiền thường đạt doanh số,Thu nhập khác > Thu nhập từ tiền thường đạt doanh số,Thu nhập từ tiền thường đạt doanh số,1.457.985.001,1.020.344.249,1457985001.0,1020344249.0
Tiền thuê đất được giảm,Thu nhập khác > Tiền thuê đất được giảm,Tiền thuê đất được giảm,-,5.787.156.008,,5787156008.0
Thu nhập từ xử lý tài sản thừa khi kiểm kê,Thu nhập khác > Thu nhập từ xử lý tài sản thừa khi kiểm kê,Thu nhập từ xử lý tài sản thừa khi kiểm kê,-,813.377.022,,813377022.0
Hoàn nhập chi phí bảo hành công trình,Thu nhập khác > Hoàn nhập chi phí bảo hành công trình,Hoàn nhập chi phí bảo hành công trình,440.883.888,9.572.782.018,440883888.0,9572782018.0
Xử lý công nợ,Thu nhập khác > Xử lý công nợ,Xử lý công nợ,683.478.082,-,683478082.0,
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,18.446.232.928,19.289.614.125,18446232928.0,19289614125.0
Tổng,Thu nhập khác > Tổng,Tổng,25.932.646.092,108.112.336.715,25932646092.0,108112336715.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
"Giá trị còn lại, chi phí thanh lý","Chi phí khác > Giá trị còn lại, chi phí thanh lý","Giá trị còn lại, chi phí thanh lý",1.151.814.150,26.942.353.365,1151814150.0,26942353365.0
Chi phí thuê đất Tân Kim,Chi phí khác > Chi phí thuê đất Tân Kim,Chi phí thuê đất Tân Kim,1.378.647.503,1.378.647.504,1378647503.0,1378647504.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,5.645.752.680,24.353.835.147,5645752680.0,24353835147.0
Tổng,Chi phí khác > Tổng,Tổng,8.176.214.333,52.674.836.016,8176214333.0,52674836016.0
Lợi nhuận khác,Chi phí khác > Lợi nhuận khác,Lợi nhuận khác,17.756.431.759,55.437.500.699,17756431759.0,55437500699.0
