row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2025VND,01/01/2025VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2025VND,numeric__01/01/2025VND
A -,A -,A -,TÀI SẢN NGẮN HẠN(100=110+120+130+140+150),100,,3.648.791.928.185,2.825.630.455.863,,100.0,,3648791928185.0,2825630455863.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,1.242.459.858.648,268.051.911.018,,110.0,51.0,1242459858648.0,268051911018.0
1.,1.,1.,Tiền,111,,386.459.858.648,240.051.911.018,,111.0,,386459858648.0,240051911018.0
2.,2.,2.,Các khoản tương đương tiền,112,,856.000.000.000,28.000.000.000,,112.0,,856000000000.0,28000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,78.002.150.000,55.002.150.000,,120.0,,78002150000.0,55002150000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,2.150.000,2.150.000,,121.0,,2150000.0,2150000.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,78.000.000.000,55.000.000.000,,123.0,52.0,78000000000.0,55000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,481.282.659.606,686.169.072.504,,130.0,,481282659606.0,686169072504.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,538.502.865.607,768.805.987.211,,131.0,53.0,538502865607.0,768805987211.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,396.073.663.908,374.686.371.950,,132.0,54.0,396073663908.0,374686371950.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.5,145.434.667.937,141.949.020.625,,136.0,55.0,145434667937.0,141949020625.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(1.254.111.243.658),(1.257.626.432.767),,137.0,56.0,-1254111243658.0,-1257626432767.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,5.7,655.382.705.812,658.354.125.485,,139.0,57.0,655382705812.0,658354125485.0
IV.,IV.,IV.,Hàng tồn kho,140,,1.481.189.025.645,1.606.242.862.714,,140.0,,1481189025645.0,1606242862714.0
1.,1.,1.,Hàng tồn kho,141,5.8,1.508.682.181.839,1.629.171.399.124,,141.0,58.0,1508682181839.0,1629171399124.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(27.493.156.194),(22.928.536.410),,149.0,,-27493156194.0,-22928536410.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,365.858.234.286,210.164.459.627,,150.0,,365858234286.0,210164459627.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,14.091.093.676,12.013.302.899,,151.0,59.0,14091093676.0,12013302899.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,341.926.590.651,192.304.800.577,,152.0,,341926590651.0,192304800577.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.19,9.840.549.959,5.846.356.151,,153.0,519.0,9840549959.0,5846356151.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.378.593.166.736,3.502.243.797.029,,200.0,,3378593166736.0,3502243797029.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,677.485.113.426,655.467.812.654,,210.0,,677485113426.0,655467812654.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.3,675.629.698.874,654.472.246.120,,211.0,53.0,675629698874.0,654472246120.0
6.,6.,6.,Phải thu dài hạn khác,216,5.5,1.855.414.552,995.566.534,,216.0,55.0,1855414552.0,995566534.0
II.,II.,II.,Tài sản cố định,220,,2.315.800.023.150,2.444.272.520.877,,220.0,,2315800023150.0,2444272520877.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,1.568.506.717.704,1.686.478.185.575,,221.0,510.0,1568506717704.0,1686478185575.0
,,,- Nguyên giá,222,,6.071.023.452.507,6.098.456.942.448,,222.0,,6071023452507.0,6098456942448.0
,,,- Giá trị hao mòn lũy kế,223,,(4.502.516.734.803),(4.411.978.756.873),,223.0,,-4502516734803.0,-4411978756873.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,747.293.305.446,757.794.335.302,,227.0,511.0,747293305446.0,757794335302.0
,,,- Nguyên giá,228,,802.321.742.251,812.418.901.384,,228.0,,802321742251.0,812418901384.0
,,,- Giá trị hao mòn lũy kế,229,,(55.028.436.805),(54.624.566.082),,229.0,,-55028436805.0,-54624566082.0
III.,III.,III.,Bất động sản đầu tư,230,5.12,19.183.384.040,19.571.578.292,,230.0,512.0,19183384040.0,19571578292.0
1.,1.,1.,Nguyên giá,231,,49.576.252.218,49.576.252.218,,231.0,,49576252218.0,49576252218.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(30.392.868.178),(30.004.673.926),,232.0,,-30392868178.0,-30004673926.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,13.899.144.656,17.222.184.505,,240.0,,13899144656.0,17222184505.0
1.,1.,1.,Chi phí sản xuất kinh doanh dở dang dài hạn,241,,-,-,,241.0,,,
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.14,13.899.144.656,17.222.184.505,,242.0,514.0,13899144656.0,17222184505.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.16,147.227.846.678,143.528.695.780,,250.0,516.0,147227846678.0,143528695780.0
1.,1.,1.,Đầu tư vào công ty con,251,5.16,28.771.200.000,28.771.200.000,,251.0,516.0,28771200000.0,28771200000.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,5.16,91.392.198.282,87.693.367.211,,252.0,516.0,91392198282.0,87693367211.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,5.16,90.606.925.910,90.606.925.910,,253.0,516.0,90606925910.0,90606925910.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(63.542.477.514),(63.542.797.341),,254.0,,-63542477514.0,-63542797341.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,204.997.654.786,222.181.004.921,,260.0,,204997654786.0,222181004921.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,204.997.654.786,222.181.004.921,,261.0,59.0,204997654786.0,222181004921.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,7.027.385.094.921,6.327.874.252.892,,270.0,,7027385094921.0,6327874252892.0
