row_label_raw,row_label_full,31/12/2025 (VND) > Giá trị ghi số,31/12/2025 (VND) > Số có khả năng trả nợ,01/01/2025 (VND) > Giá trị ghi số,01/01/2025 (VND) > Số có khả năng trả nợ,numeric__31/12/2025 (VND) > Số có khả năng trả nợ,numeric__01/01/2025 (VND) > Giá trị ghi số,numeric__01/01/2025 (VND) > Số có khả năng trả nợ
180.207.081.205,180.207.081.205,180.207.081.205,180.207.081.205,149.699.442.647,149.699.442.647,180207081205.0,149699442647.0,149699442647.0
823.155.688,823.155.688,823.155.688,823.155.688,10.089.186.161,10.089.186.161,823155688.0,10089186161.0,10089186161.0
8.046.877.932,8.046.877.932,8.046.877.932,8.046.877.932,28.098.759.420,28.098.759.420,8046877932.0,28098759420.0,28098759420.0
-,-,-,-,714.694.400,714.694.400,,714694400.0,714694400.0
-,-,-,-,2.654.509.000,2.654.509.000,,2654509000.0,2654509000.0
171.337.047.585,171.337.047.585,171.337.047.585,171.337.047.585,108.142.293.666,108.142.293.666,171337047585.0,108142293666.0,108142293666.0
180.207.081.205,180.207.081.205,180.207.081.205,180.207.081.205,149.699.442.647,149.699.442.647,180207081205.0,149699442647.0,149699442647.0
