row_label_raw,row_label_full,Họ và tên,Chức danh,Ghi chú,Năm 2025 VND,Năm 2024 VND,numeric__Chức danh,numeric__Ghi chú,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Ông Nguyễn Huy Hưng,Ông Nguyễn Huy Hưng,Ông Nguyễn Huy Hưng,Chù tịch,Lương,863.040.000,594.000.000,,,863040000.0,594000000.0
Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Ông Lưu Nguyễn Chí Nhân,Phó Chủ tịch,Lương,700.200.000,462.000.000,,,700200000.0,462000000.0
Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Ông Nguyễn Tiến Dũng,Thành viên (Miễn nhiệm từ ngày 28/02/2024),Thù lao,-,38.000.000,,,,38000000.0
Bà Hồ Thị Cẩm Vân,Bà Hồ Thị Cẩm Vân,Bà Hồ Thị Cẩm Vân,Thành viên (Thời kiểm nhiệm Người phụ trách kiểm toán nội bộ từ ngày 04/07/2024),Lương,682.200.000,462.000.000,,,682200000.0,462000000.0
Ông Trần Tấn Đức,Ông Trần Tấn Đức,Ông Trần Tấn Đức,Thành viên (Bổ nhiệm ngày 28/02/2024; Miễn nhiệm ngày 30/01/2026),Thù lao,166.850.000,100.000.000,,,166850000.0,100000000.0
Ông Nguyễn Văn Hiền,Ông Nguyễn Văn Hiền,Ông Nguyễn Văn Hiền,Thành viên (Bổ nhiệm ngày 27/12/2024),Thù lao,120.000.000,-,,,120000000.0,
