row_label_raw,row_label_full,Họ và tên,Chức danh,Ghi chú,Năm 2025 VND,Năm 2024 VND,numeric__Chức danh,numeric__Ghi chú,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Ông Nguyễn Tuấn Vinh,Ông Nguyễn Tuấn Vinh,Ông Nguyễn Tuấn Vinh,Trường Ban Kiểm soát,Lương,662.400.000,422.400.000,,,662400000.0,422400000.0
Ông Đào Trọng Hải,Ông Đào Trọng Hải,Ông Đào Trọng Hải,Thành viên (Bổ nhiệm ngày 28/02/2024),Thù lao,36.000.000,30.000.000,,,36000000.0,30000000.0
Bà Mẫn Thị Nga,Bà Mẫn Thị Nga,Bà Mẫn Thị Nga,Thành viên (Bổ nhiệm ngày 28/02/2024),Thù lao,36.000.000,30.000.000,,,36000000.0,30000000.0
Ông Nguyễn Như Khoa,Ông Nguyễn Như Khoa,Ông Nguyễn Như Khoa,Thành viên (Miễn nhiệm ngày 28/02/2024),Thù lao,-,6.000.000,,,,6000000.0
Bà Trần Thị Đoàn Thu,Bà Trần Thị Đoàn Thu,Bà Trần Thị Đoàn Thu,Thành viên (Miễn nhiệm ngày 28/02/2024),Thù lao,-,6.000.000,,,,6000000.0
